pedon_key,pedon_id,sampled_name,layer_key,layer_sequence,hzn_top,hzn_bot,hzn_desgn,texture,sand_tot,silt_tot,clay_tot,db_satiated,oc,oc_qc
URI0917NP,RI009-2009-017-NP,Massapog,RI0917NP13,13,162,193,A'b,vfsl,52.9,40.4,6.7,1.14,1.15,mineral
URI0917NP,RI009-2009-017-NP,Massapog,RI0917NP14,14,193,208,CA,vfs,93.7,2.7,3.6,1.83,0.42,mineral
URI0918NP,RI009-2009-018-NP,Massapog,RI0918NP1,1,0,8,A,lfs,81.7,16,2.3,1.35,0.57,mineral
URI0918NP,RI009-2009-018-NP,Massapog,RI0918NP2,2,8,50,Cg,fs,90.8,6,3.2,1.28,0.22,mineral
URI0918NP,RI009-2009-018-NP,Massapog,RI0918NP3,3,50,82,C/Ase,fs,90.1,6,3.9,1.38,0.68,mineral
URI0918NP,RI009-2009-018-NP,Massapog,RI0918NP4,4,82,91,Cse,fs,95.8,0.6,3.6,1.43,0.37,mineral
URI0918NP,RI009-2009-018-NP,Massapog,RI0918NP5,5,91,97,A/Cse,fs,91.4,4.6,4,1.3,0.95,mineral
URI0918NP,RI009-2009-018-NP,Massapog,RI0918NP6,6,97,103,C'g,lfs,86.9,8.5,4.6,1.18,0.48,mineral
URI0918NP,RI009-2009-018-NP,Massapog,RI0918NP7,7,103,113,CAse,lfs,84.1,10.8,5.1,1.35,0.56,mineral
URI0918NP,RI009-2009-018-NP,Massapog,RI0918NP8,8,113,146,Aseb,lfs,79,13.5,7.5,1.06,1.16,mineral
URI0918NP,RI009-2009-018-NP,Massapog,RI0918NP9,9,146,185,C''g,fs,94.8,1.5,3.7,1.42,0.25,mineral
URI0918NP,RI009-2009-018-NP,Massapog,RI0918NP10,10,185,195,AC1,lfs,,,,1.4,0.8,mineral
URI0918NP,RI009-2009-018-NP,Massapog,RI0918NP11,11,195,208,AC2,lfs,,,,1.2,1.12,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP1,1,0,34,Cg,fs,94.5,4.9,0.6,1.34,0.27,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP2,2,34,38,Ab,fsl,,,,1.28,0.94,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP3,3,38,46,C'g,fs,,,,1.23,0.42,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP4,4,46,50,Aseb,fsl,,,,1.23,1.45,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP5,5,50,56,Cse,fs,,,,1.2,0.26,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP6,6,56,60,A'seb,fsl,,,,1.26,1.27,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP7,7,60,80,C'se,fs,,,,1.41,0.45,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP8,8,80,92,C/Ase,lfs,,,,1.37,0.23,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP9,9,92,104,C''g,s,,,,1.35,0.21,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP10,10,104,119,C''se1,s,,,,1.31,0.11,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP11,11,119,131,C''se2,fs,,,,1.41,0.11,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP12,12,131,139,CA'',fs,,,,1.06,0.37,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP13,13,139,146,C'''se,fs,,,,1.33,0.42,mineral
URI0919NP,RI009-2009-019-NP,Massapog,RI0919NP14,14,146,180,ACse,lfs,,,,1.28,0.56,mineral
URI130901,S2013RI009001,Massapog,RI1309011,1,0,14,Cg1,lfs,84.6,14.8,0.6,1.25,0.23,mineral
URI130901,S2013RI009001,Massapog,RI1309012,2,14,35,Cg2,fs,94.3,4.9,0.8,1.29,0.3,mineral
URI130901,S2013RI009001,Massapog,RI1309013,3,35,57,Cg3,s,95,4.4,0.6,1.06,0.17,mineral
URI130901,S2013RI009001,Massapog,RI1309014,4,57,75,Aseb,lfs,76.3,23.1,0.6,1.3,0.89,mineral
URI130901,S2013RI009001,Massapog,RI1309015,5,75,107,Cse,fs,94.1,5.6,0.3,1.43,0.33,mineral
URI130901,S2013RI009001,Massapog,RI1309016,6,107,137,C'g,fs,96.9,2.8,0.3,1.42,0.29,mineral
URI130901,S2013RI009001,Massapog,RI1309017,7,137,149,C'se,fs,94.3,5.3,0.4,1.31,0.38,mineral
URI130901,S2013RI009001,Massapog,RI1309018,8,149,158,C''g,fs,96.8,2.9,0.3,1.34,0.32,mineral
URI130901,S2013RI009001,Massapog,RI1309019,9,158,,C''se,vfs,95,4.3,0.7,1.15,0.71,mineral
URI130902,S2013RI009002,Massapog,RI1309021,1,0,7,Ase,lfs,76.7,20.7,2.6,1.06,1.02,mineral
URI130902,S2013RI009002,Massapog,RI1309022,2,7,22,Cse1,lfs,85.3,13.5,1.2,1.31,0.75,mineral
URI130902,S2013RI009002,Massapog,RI1309023,3,22,35,Cse2,fs,92.9,6.2,0.9,1.13,0.48,mineral
URI130902,S2013RI009002,Massapog,RI1309024,4,35,54,Cse3,vfs,93.4,5.9,0.7,1.15,0.38,mineral
URI130902,S2013RI009002,Massapog,RI1309025,5,54,66,Aseb,vfs,90.1,8.4,1.5,1.02,0.86,mineral
URI130902,S2013RI009002,Massapog,RI1309026,6,66,79,C'se,vfs,93.2,5.8,1,1.15,0.57,mineral
URI130902,S2013RI009002,Massapog,RI1309027,7,79,101,Cg1,lfs,84.2,14.7,1.1,1.17,0.53,mineral
URI130902,S2013RI009002,Massapog,RI1309028,8,101,129,Cg2,fs,95.3,4.1,0.6,1.18,0.34,mineral
URI130902,S2013RI009002,Massapog,RI1309029,9,129,144,C''se1,vfs,94,5.1,0.9,1.17,0.34,mineral
URI130902,S2013RI009002,Massapog,RI13090210,10,144,152,C''se2,lvfs,78.6,17.5,3.9,0.96,0.74,mineral
URI130902,S2013RI009002,Massapog,RI13090211,11,152,165,C''se3,lvfs,78.6,20.1,1.3,1.07,0.35,mineral
URI130902,S2013RI009002,Massapog,RI13090212,12,165,,C''se4,sil,27.6,62.3,10.1,0.99,2.11,mineral
URI130903,S2013RI009003,Massapog,RI1309031,1,0,21,A,fs,91.2,7.1,1.7,1.26,0.62,mineral
URI130903,S2013RI009003,Massapog,RI1309032,2,21,45,Cse1,fs,97.3,2,0.7,0.85,0.24,mineral
URI130903,S2013RI009003,Massapog,RI1309033,3,45,71,Cse2,fs,95.8,3.6,0.6,1.11,0.31,mineral
URI130903,S2013RI009003,Massapog,RI1309034,4,71,84,Cse3,fs,94.1,5.4,0.5,1.21,0.45,mineral
URI130903,S2013RI009003,Massapog,RI1309035,5,84,104,Cg,lvfs,85.2,14.1,0.7,1.28,1.22,mineral
URI130903,S2013RI009003,Massapog,RI1309036,6,104,124,Ab1,fs,96.9,2.7,0.4,1.4,0.7,mineral
URI130903,S2013RI009003,Massapog,RI1309037,7,124,133,Ab2,fs,98.2,1.4,0.4,1.45,0.62,mineral
URI130903,S2013RI009003,Massapog,RI1309038,8,133,173,C'g1,fs,95.4,4.1,0.5,1.41,0.36,mineral
URI130903,S2013RI009003,Massapog,RI1309039,9,173,178,C'g2,fs,86.2,12.8,1,1.14,1.2,mineral
URI130903,S2013RI009003,Massapog,RI13090310,10,178,,C'g3,fs,94.9,4.4,0.7,1.52,0.39,mineral
URI130904,S2013RI009004,Massapog,RI1309041,1,0,6,A,fs,87.8,10.3,1.9,1.16,1.19,mineral
URI130904,S2013RI009004,Massapog,RI1309042,2,6,27,Cg1,fs,89,9.7,1.3,1.42,0.62,mineral
URI130904,S2013RI009004,Massapog,RI1309043,3,27,49,Cg2,fs,94.3,5.3,0.4,1.37,0.46,mineral
URI130904,S2013RI009004,Massapog,RI1309044,4,49,58,Cg3,fs,90.7,8.3,1,1.27,0.57,mineral
URI130904,S2013RI009004,Massapog,RI1309045,5,58,65,Cg4,lfs,83.5,14.6,1.9,1.23,1.01,mineral
URI130904,S2013RI009004,Massapog,RI1309046,6,65,74,Aseb,vfsl,63.1,34.2,2.7,0.69,3.13,mineral
URI130904,S2013RI009004,Massapog,RI1309047,7,74,114,Cse,vfsl,55.5,41.6,2.9,0.87,2.26,mineral
URI130904,S2013RI009004,Massapog,RI1309048,8,114,146,C'g1,vfsl,50.9,46.1,3,0.74,1.52,mineral
URI130904,S2013RI009004,Massapog,RI1309049,9,146,165,C'g2,vfs,87.3,12.1,0.6,1.09,0.41,mineral
URI130904,S2013RI009004,Massapog,RI13090410,10,165,172,C'se1,vfsl,70.7,27.8,1.5,0.86,1.09,mineral
URI130904,S2013RI009004,Massapog,RI13090411,11,172,180,C'se2,lvfs,85.1,14.3,0.6,1.19,0.61,mineral
URI130904,S2013RI009004,Massapog,RI13090412,12,180,,C'se3,vfsl,68,29.8,2.2,0.98,0.94,mineral
URI130905,S2013RI009005,Pishagqua,RI1309051,1,0,12,Ase,fsl,61.6,20.9,17.5,0.5,3.35,mineral
URI130905,S2013RI009005,Pishagqua,RI1309052,2,12,30,Cse1,l,38,43.8,18.2,1.1,1.58,mineral
URI130905,S2013RI009005,Pishagqua,RI1309053,3,30,60,Cse2,sil,30.6,50.5,18.9,1.13,2.2,mineral
URI130905,S2013RI009005,Pishagqua,RI1309054,4,60,85,Cse3,fsl,55.8,29.7,14.5,1.15,2.7,mineral
URI130905,S2013RI009005,Pishagqua,RI1309055,5,85,105,Cse4,l,34.7,49.3,16,0.59,2.6,mineral
URI130906,S2013RI009006,Pishagqua,RI1309061,6,0,20,Ase,sil,10.5,65.1,24.4,0.22,3.82,mineral
URI130906,S2013RI009006,Pishagqua,RI1309062,7,20,40,Cse1,sil,14.1,62.8,23.1,0.3,3.67,mineral
URI130906,S2013RI009006,Pishagqua,RI1309063,8,40,70,Cse2,sil,9.2,69.8,21,0.3,3.92,mineral
URI130906,S2013RI009006,Pishagqua,RI1309064,9,70,90,Cse3,sil,6.4,71.8,21.8,0.52,3.94,mineral
URI130906,S2013RI009006,Pishagqua,RI1309065,10,90,108,Cse4,sil,7.3,71.7,21,0.57,3.97,mineral
na,LN03MC,Coarse-silty Fluvic Sulfiwassents,na,1,0,26,AC,sil,20,64,16,0.24,7.08,mucky_min
na,LN03MC,Coarse-silty Fluvic Sulfiwassents,na,2,26,38,C1,sil,25,62,13,0.28,7.41,mucky_min
na,LN03MC,Coarse-silty Fluvic Sulfiwassents,na,3,38,50,C2,sil,24,61,15,0.32,7.34,mucky_min
na,LN04MC,Coarse-silty Fluvic Sulfiwassents,na,1,0,5,A,sil,17,72,11,0.15,8.8,mucky_min
na,LN04MC,Coarse-silty Fluvic Sulfiwassents,na,2,5,21,AC,sil,15,68,17,0.26,8.23,mucky_min
na,LN04MC,Coarse-silty Fluvic Sulfiwassents,na,3,21,112,C,sil,19,64,17,0.26,8.15,mucky_min
na,LN05MC,Coarse-loamy Haplic Sulfiwassents,na,1,0,9,A,sil,16,75,9,0.18,8.36,mucky_min
na,LN05MC,Coarse-loamy Haplic Sulfiwassents,na,2,9,14,AC,sil,23,75,2,0.28,6.88,mucky_min
na,LN05MC,Coarse-loamy Haplic Sulfiwassents,na,3,14,27,C1,sil,35,56,9,0.52,26.68,organic
na,LN05MC,Coarse-loamy Haplic Sulfiwassents,na,4,27,34,C2,vfsl,58,39,3,0.98,2.27,mineral
na,LN05MC,Coarse-loamy Haplic Sulfiwassents,na,5,34,61,C3,sl,63,30,7,0.8,2.85,mineral
na,LN06MC,Coarse-loamy Haplic Sulfiwassents,na,1,0,9,A,si,6,84,10,0.25,7.83,mucky_min
na,LN06MC,Coarse-loamy Haplic Sulfiwassents,na,2,9,17,AC,sil,9,79,12,0.64,2.21,mineral
na,LN06MC,Coarse-loamy Haplic Sulfiwassents,na,3,17,28,C1,sil,42,54,4,0.81,2.65,mineral
na,LN06MC,Coarse-loamy Haplic Sulfiwassents,na,4,28,36,C2,fsl,54,40,6,0.87,2.4,mineral
na,LN06MC,Coarse-loamy Haplic Sulfiwassents,na,5,36,46,C3,vfsl,56,39,5,0.8,2.54,mineral
na,LN11MC,Coarse-loamy Thapto-histic Sulfiwassents,na,1,0,6,A,l,47,39,14,0.22,6.12,mineral
na,LN11MC,Coarse-loamy Thapto-histic Sulfiwassents,na,2,6,22,AC,sl,56,33,11,0.49,4.51,mineral
na,LN11MC,Coarse-loamy Thapto-histic Sulfiwassents,na,3,22,45,C,l,51,38,11,0.36,5.91,mineral
na,LN11MC,Coarse-loamy Thapto-histic Sulfiwassents,na,4,45,80,Oeb,mpt,,,,0.17,19.7,organic
na,LN12MC,Coarse-loamy Fluvic Sulfiwassents,na,1,0,6,A,l,50,39,11,0.27,5.9,mineral
na,LN12MC,Coarse-loamy Fluvic Sulfiwassents,na,2,6,20,AC,sil,20,62,18,0.36,5.56,mineral
na,LN12MC,Coarse-loamy Fluvic Sulfiwassents,na,3,20,48,C1,sil,11,69,20,0.42,6.93,mineral
na,LN12MC,Coarse-loamy Fluvic Sulfiwassents,na,4,48,77,C2,l,43,48,9,0.46,5.85,mineral
na,RI009-2006-003-WH,Sulfic Psammowassents,na,1,0,18,C/Ase,s,97,2.7,0.3,1.8,0.32,mineral
na,RI009-2006-003-WH,Sulfic Psammowassents,na,2,18,58,Cseg,s,94.5,4.5,1,1.72,0.38,mineral
na,RI009-2006-003-WH,Sulfic Psammowassents,na,3,58,96,Cse1,s,92.9,5.5,1.6,1.44,0.39,mineral
na,RI009-2006-003-WH,Sulfic Psammowassents,na,4,96,133,Cse2,fs,93.2,5.8,1,1.49,0.36,mineral
na,RI009-2006-003-WH,Sulfic Psammowassents,na,5,133,144,Cse3,lfs,86.2,11.5,2.3,1.29,0.43,mineral
na,RI009-2006-003-WH,Sulfic Psammowassents,na,6,144,186,Cse4,fsl,75.5,19.3,5.2,1.15,0.89,mineral
na,RI009-2006-004-WH,Coarse-loamy Haplic Sulfiwassents,na,2,2,25,^A/C,s,89.2,9.5,1.3,1.3,0.48,mineral
na,RI009-2006-004-WH,Coarse-loamy Haplic Sulfiwassents,na,3,25,44,^C1,s,90.3,8,1.7,1.62,0.39,mineral
na,RI009-2006-004-WH,Coarse-loamy Haplic Sulfiwassents,na,4,44,62,^C2,ls,79.1,17.4,3.5,1.46,0.65,mineral
na,RI009-2006-004-WH,Coarse-loamy Haplic Sulfiwassents,na,5,62,88,C3,fsl,73.8,20.4,5.8,1.29,0.84,mineral
na,RI009-2006-004-WH,Coarse-loamy Haplic Sulfiwassents,na,6,88,123,C4,sil,35.4,50.8,13.8,1.2,1.77,mineral
na,RI009-2006-004-WH,Coarse-loamy Haplic Sulfiwassents,na,7,123,132,Oab,muck,,,,0.22,32.86,organic
na,RI009-2006-004-WH,Coarse-loamy Haplic Sulfiwassents,na,8,132,140,AC,cos,91.1,8.8,0.1,1.87,9.78,mucky_min
na,RI009-2006-005-WH,Coarse-loamy Fluvic Sulfiwassents,na,1,0,13,A,sil,17,64.4,18.6,0.42,4.88,mineral
na,RI009-2006-005-WH,Coarse-loamy Fluvic Sulfiwassents,na,2,13,22,AC,l,31.9,49.1,19,0.5,3.14,mineral
na,RI009-2006-005-WH,Coarse-loamy Fluvic Sulfiwassents,na,3,22,46,C1,l,40,43.5,16.5,0.51,2.33,mineral
na,RI009-2006-005-WH,Coarse-loamy Fluvic Sulfiwassents,na,4,46,109,C2,l,37.5,43.4,19.1,0.86,1.68,mineral
na,RI009-2006-005-WH,Coarse-loamy Fluvic Sulfiwassents,na,5,109,113,C3,fsl,65.2,29.1,5.7,1.15,3.91,mineral
na,RI009-2006-005-WH,Coarse-loamy Fluvic Sulfiwassents,na,6,113,119,2C4,s,98,2,0,1.37,0.58,mineral
na,S06-380-WICK,Coarse-loamy Fluvic Sulfiwassents,na,1,0,6,A,sil,19,71,10,0.28,3.16,mineral
na,S06-380-WICK,Coarse-loamy Fluvic Sulfiwassents,na,2,6,19,AC,sil,24,63,13,0.48,2.57,mineral
na,S06-380-WICK,Coarse-loamy Fluvic Sulfiwassents,na,3,19,47,C,l,41,45,14,0.53,2.65,mineral
na,S06RI009-002-LN,Pishagqua,na,1,0,16,A1,sil,11,65.7,23.3,0.17,7.65,mineral
na,S06RI009-002-LN,Pishagqua,na,2,16,26,A2,sicl,7.5,63.2,29.3,0.32,6.45,mineral
na,S06RI009-002-LN,Pishagqua,na,3,26,77,C1,sil,11,72.3,16.7,0.28,6.84,mineral
na,S06RI009-002-LN,Pishagqua,na,4,77,87,C2,sil,4,77,19,0.34,7.27,mineral
na,S06RI009-002-LN,Pishagqua,na,5,87,121,C3,sil,4.2,70.7,25.1,0.28,7.56,mineral
na,S06RI009-002-LN,Pishagqua,na,6,121,170,C4,sicl,7,65.9,27.1,0.2,8.11,mineral
na,S06RI009-002-LN,Pishagqua,na,7,170,179,C5,sil,15,71.1,13.9,0.23,16.5,organic
na,S06RI009-002-LN,Pishagqua,na,8,179,210,Oab,muck,,,,0.1,73.14,organic
