"sampled_taxon_name","pedlabsampnum1","labsampnum1","correlated_taxon_name","user_pedon_id","user_site_id","latitude_decimal_degrees","longitude_decimal_degrees","hzn_top","hzn_bot","hzn_desgn","tex_psda","sand_tot_psa","silt_tot_psa","clay_tot_psa","co3_cly","silt_f_psa","silt_c_psa","sand_vf_psa","sand_f_psa","sand_m_psa","sand_vc_psa","sand_c_psa","wf_25","wf_520","wf_2075","wf_0175","wpg2","c_tot","n_tot","s_tot","oc","c_n_ra","base_sum","al_kcl","cec_nh4","ecec","al_sat","ca_nh4","mg_nh4","na_nh4","k_nh4","acid_tea","base_sum_calc","cec_sum","ESP_calc","ph_h2o","ph_cacl2","ph_naf","gypl20","caco3","ec_12pre","sar","na_exch","p_olsn","p_nz","NCSS_Layer_labsampnum","hzn_master","db_13b","db_od","COLEws","w15l2","w15cly","cec7_cly","wrd_ws13","LEP","w15bfm","w3cld","w10cld","final_oc","est_OM","Calc_Clay","basesat8_2","basesat7","abgll","abgpi","w3rec","w10l2","w5bl2","mlra_code","ssa_code","county_code","vf52","vf205","vf7520","vf25075","vf250u","vf752","wrd_l2","Major_Elements_labsampnum","Major_Elements_result_source_key","al_mjelm","ca_mjelm","fe_mjelm","k_mjelm","mg_mjelm","mn_mjelm","na_mjelm","p_mjelm","si_mjelm","sr_mjelm","ti_mjelm","zr_mjelm","Trace_Elements_Tier_1_result_source_key","Trace_Elements_Tier_1_prep_code","ag_trelm","as_trelm","ba_trelm","be_trelm","cd_trelm","co_trelm","cr_trelm","cu_trelm","hg_trelm","mn_trelm","mo_trelm","Trace_Elements_Tier_2_result_source_key","Trace_Elements_Tier_2_prep_code","ni_trelm","p_trelm","pb_trelm","sb_trelm","se_trelm","sn_trelm","sr_trelm","tl_trelm","v_trelm","w_trelm","zn_trelm"
"Greenbelt","01N0113","01N00663","Greenbelt","S2000NY005006","S2000NY005006",40.86,-73.87,28.00,35.00,"Bw2","l",49.90,39.40,10.70,,19.10,20.30,11.50,15.70,14.60,1.90,6.20,3.00,6.00,4.00,46.00,13.00,1.46,0.11,0.02,,,3.90,,8.30,,,3.20,0.30,0.30,0.10,10.00,3.90,13.90,3.61,5.60,5.00,,,,,,,,,"01N00663","B",,,,3.60,0.34,0.78,,,,,,1.46,2.51,,28.00,47.00,,,,,,"144A","NY005","NY005",2.00,4.00,2.00,0.00,0.00,8.00,,,,,,,,,,,,,,,,167986,"S",,,,,0.09,8.05,25.52,18.24,59.00,568.40,,167986,"S",18.78,559.88,62.02,,,,,,,,53.63
"Verazano","01N0114","01N00664","Flatbush","S2000NY005007","S2000NY005007",40.82,-73.87,0.00,17.00,"A","l",51.40,38.50,10.10,,19.70,18.80,4.60,7.40,20.00,6.00,13.40,8.00,6.00,0.00,54.00,14.00,1.93,0.15,0.03,,,5.20,0.40,9.10,5.60,7.00,3.90,0.70,0.40,0.20,11.00,5.19,16.20,4.39,5.30,5.00,,,,,,,,,"01N00664","A",,,,6.10,0.60,0.90,,,,,,1.92,3.32,,32.00,57.00,,,,,,"144A","NY005","NY005",5.00,4.00,0.00,0.00,0.00,8.00,,,,,,,,,,,,,,,,167987,"S",,,,,0.22,3.87,20.03,23.22,290.00,156.57,,167987,"S",15.23,662.29,46.11,,,,,,,,62.77
"Verazano","01N0114","01N00665","Flatbush","S2000NY005007","S2000NY005007",40.82,-73.87,17.00,30.00,"Bw","l",48.10,40.50,11.40,,22.60,17.90,4.50,7.40,17.90,5.00,13.30,5.00,12.00,8.00,58.00,25.00,1.78,0.11,0.02,,,5.20,,8.60,,,4.00,0.60,0.40,0.20,9.40,5.19,14.60,4.65,5.90,5.30,,,,,,,,,"01N00665","B",,,,6.00,0.53,0.75,,,,,,1.77,3.06,,36.00,60.00,,,,,,"144A","NY005","NY005",3.00,7.00,5.00,0.00,0.00,15.00,,,,,,,,,,,,,,,,167988,"S",,,,,0.16,3.96,19.88,17.50,262.00,205.56,,167988,"S",11.88,726.06,31.51,,,,,,,,41.10
"Verazano","01N0114","01N00666","Flatbush","S2000NY005007","S2000NY005007",40.82,-73.87,30.00,41.00,"Ab","sl",62.80,29.20,8.00,,15.50,13.70,10.10,16.80,18.30,3.20,14.40,10.00,12.00,4.00,65.00,26.00,1.38,0.07,0.02,,,4.40,,6.60,,,3.50,0.50,0.30,0.10,7.30,4.40,11.70,4.54,6.10,5.50,,,,,,,,,"01N00666","A",,,,3.60,0.45,0.83,,,,,,1.37,2.37,,38.00,67.00,,,,,,"144A","NY005","NY005",6.00,7.00,2.00,0.00,0.00,16.00,,,,,,,,,,,,,,,,167989,"S",,,,,0.14,5.70,20.97,22.01,133.00,391.56,,167989,"S",14.61,661.51,49.77,,,,,,,,59.11
"Verazano","01N0114","01N00667","Flatbush","S2000NY005007","S2000NY005007",40.82,-73.87,41.00,65.00,"2C","sl",70.20,23.70,6.10,,11.50,12.20,9.40,18.90,22.60,5.00,14.30,6.00,11.00,4.00,69.00,21.00,0.39,0.02,0.01,,,3.80,,4.00,,,3.00,0.40,0.30,0.10,0.90,3.79,4.70,7.50,6.70,6.20,,,,,,,,,"01N00667","C",,,,3.00,0.49,0.66,,,,,,0.38,0.67,,81.00,95.00,,,,,,"144A","NY005","NY005",4.00,7.00,2.00,0.00,0.00,13.00,,,,,,,,,,,,,,,,167990,"S",,,,,0.10,7.15,23.49,19.40,96.00,422.30,,167990,"S",15.97,403.24,67.99,,,,,,,,82.50
"Chatfield","01N0115","01N00668","Chatfield","S2000NY005008","S2000NY005008",40.88,-73.88,0.00,13.00,"A","sil",34.60,52.90,12.50,,23.60,29.30,16.20,8.80,6.60,0.50,2.50,0.00,0.00,0.00,18.00,0.00,2.53,0.20,0.04,,,1.40,3.00,9.90,4.40,68.00,0.80,0.20,0.30,0.10,15.50,1.39,16.90,3.03,4.20,4.00,,,,,,,,,"01N00668","A",,,,8.40,0.67,0.79,,,,,,2.52,4.36,,8.00,14.00,,,,,,"144A","NY005","NY005",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,167991,"S",,,,,0.24,6.55,28.70,20.61,205.00,405.10,,167991,"S",18.96,532.56,83.76,,,,,,,,62.20
"Chatfield","01N0115","01N00669","Chatfield","S2000NY005008","S2000NY005008",40.88,-73.88,13.00,27.00,"BA","sil",31.30,57.60,11.10,,26.20,31.40,15.20,7.60,5.20,0.60,2.70,1.00,0.00,0.00,17.00,1.00,1.24,0.11,0.02,,,0.80,2.80,7.40,3.60,78.00,0.40,0.10,0.30,0.00,11.40,0.80,12.20,4.05,4.50,4.20,,,,,,,,,"01N00669","BA",,,,6.20,0.56,0.67,,,,,,1.24,2.13,,7.00,11.00,,,,,,"144A","NY005","NY005",1.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,167992,"S",,,,,0.12,6.65,22.90,12.01,82.00,451.41,,167992,"S",16.12,433.36,29.47,,,,,,,,51.72
"Chatfield","01N0115","01N00670","Chatfield","S2000NY005008","S2000NY005008",40.88,-73.88,27.00,43.00,"Bw","l",34.10,48.40,17.50,,19.80,28.60,19.20,8.10,4.30,0.30,2.20,1.00,1.00,0.00,17.00,2.00,0.42,0.06,0.01,,,3.10,1.80,8.00,4.90,37.00,1.90,0.60,0.40,0.20,7.50,3.09,10.60,5.00,5.20,4.50,,,,,,,,,"01N00670","B",,,,7.80,0.45,0.46,,,,,,0.41,0.72,,29.00,39.00,,,,,,"144A","NY005","NY005",1.00,1.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,167993,"S",,,,,0.12,9.00,36.04,15.65,40.00,322.81,,167993,"S",21.20,468.94,15.44,,,,,,,,44.95
"Ipswich","01N0938","01N04950","Ipswich","S2001NY081103","S2001NY081103",40.62,-73.80,0.00,13.00,,"sl",76.30,15.30,8.40,,9.30,6.00,7.30,18.00,26.30,1.10,23.60,0.00,0.00,0.00,69.00,0.00,37.50,1.75,1.70,,21.00,,,,,,,,,,,,,,5.70,5.70,,,,,,,,,"01N04950",,,,,217.60,25.90,,,,,,,37.50,64.65,,,,,,,,,"149B","NY081","NY081",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"05N0368","05N02069",,"S05NY081001","Jamaica Bay 1",,,,,,,22.70,49.50,27.80,,21.70,27.80,13.30,8.50,0.80,0.00,0.10,0.00,0.00,0.00,15.00,0.00,4.45,0.36,1.76,,12.00,,,,,,,,,,,,,,4.60,4.60,,,,,,,,,"05N02069",,,,,41.40,0.62,,,,,,,4.44,7.67,,,,,,,,,"149B","NY081","NY081",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"05N0368","05N02069",,"S05NY081001","Jamaica Bay 1",,,,,,"l",31.90,41.40,26.70,,20.20,21.20,16.70,14.00,1.20,0.00,0.00,0.00,0.00,0.00,15.00,0.00,4.45,0.36,1.76,,12.00,,,,,,,,,,,,,,4.60,4.60,,,,,,,,,"05N02069",,,,,41.40,0.62,,,,,,,4.44,7.67,,,,,,,,,"149B","NY081","NY081",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"05N0369","05N02070",,"S05NY081002","Jamaica Bay 2",,,,,,"fs",97.80,1.10,1.10,,0.90,0.20,10.60,75.50,11.60,0.00,0.10,0.00,0.00,0.00,87.00,0.00,0.08,0.02,0.12,,3.00,,,,,,,,,,,,,,7.20,7.40,,,0.00,,,,,,"05N02070",,,,,1.10,1.00,,,,,,,0.08,0.13,2.55,,,,,,,,"149B","NY081","NY081",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morley","07N0260","07N01426",,"S2006MI163002","S2006MI163002",42.42,-83.54,51.00,76.00,"Bt2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07N01426","B",1.75,1.89,0.02,,,,,2.60,,15.20,,,,,,,,,,,,"111B","MI602","MI163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morley","07N0260","07N01427",,"S2006MI163002","S2006MI163002",42.42,-83.54,117.00,203.00,"Cd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07N01427","C",1.93,2.00,0.01,,,,,1.20,,13.20,,,,,,,,,,,,"111B","MI602","MI163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morley","07N0261","07N01428","Morley","S2006MI163001","S2006MI163001",42.41,-83.54,122.00,203.00,"Cd2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07N01428","C",1.91,2.03,0.02,,,,,2.09,,13.70,,,,,,,,,,,,"111B","MI602","MI163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"07N0305","07N01674","Typic Udorthents","S2005NY061001","S2005NY061001",40.72,-73.98,0.00,10.00,"A1","sl",65.00,28.50,6.50,,14.30,14.20,10.90,13.70,17.60,5.20,17.60,,,,,,12.82,0.55,0.14,,,,,21.00,,,25.40,2.70,0.00,0.30,9.50,28.39,,0.00,6.50,6.20,,,,0.39,,,,,"07N01674","A",,,,12.20,,,,,,,,12.81,22.10,,75.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"07N0305","07N01675","Typic Udorthents","S2005NY061001","S2005NY061001",40.72,-73.98,20.00,51.00,"2C1","lcos",85.40,11.10,3.50,,6.60,4.50,3.40,7.60,18.50,22.50,33.40,,,,,,0.46,0.04,0.00,,,,,4.10,,,5.20,0.80,0.00,0.00,1.70,6.00,,0.00,,,,,,0.09,,,,,"07N01675","C",,,,2.10,,,,,,,,0.46,0.79,,78.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt","07N0306","07N01676","Verrazano","S2005NY061002","S2005NY061002",40.73,-73.98,0.00,22.00,"A","fsl",61.50,31.10,7.40,,13.50,17.60,14.40,21.20,14.10,3.10,8.70,,,,,,3.70,0.13,0.04,,,,,9.60,,,7.80,1.00,0.00,0.10,6.80,8.90,,0.00,5.70,5.40,,,,0.29,,,,,"07N01676","A",,,,5.30,,,,,,,,3.70,6.37,,57.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt","07N0306","07N01677","Verrazano","S2005NY061002","S2005NY061002",40.73,-73.98,22.00,46.00,"Bc1","fsl",73.90,22.20,3.90,,9.80,12.40,17.90,28.80,14.10,3.20,9.90,,,,,,0.77,0.05,0.00,,,,,5.00,,,4.80,0.80,0.00,0.30,2.40,5.90,,0.00,,,,,,0.08,,,,,"07N01677","B",,,,3.20,,,,,,,,0.76,1.32,,71.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt","07N0306","07N01678","Verrazano","S2005NY061002","S2005NY061002",40.73,-73.98,46.00,102.00,"Bc2","ls",74.60,21.90,3.50,,8.90,13.00,18.80,28.00,15.70,3.40,8.70,,,,,,0.30,0.01,0.00,,,,,4.50,,,4.10,0.90,0.00,0.10,1.60,5.09,,0.00,,,,,,0.09,,,,,"07N01678","B",,,,2.90,,,,,,,,0.30,0.51,,76.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"07N0307","07N01679","Verrazano","S2005NY061003","S2005NY061003",40.84,-73.94,0.00,23.00,"A1","sl",71.60,22.90,5.50,,11.20,11.70,10.70,18.50,22.40,6.40,13.60,,,,,,1.65,0.11,0.02,,,,,7.10,,,7.30,1.70,1.50,0.60,3.50,11.10,,21.12,6.50,6.10,,,,0.20,,,,,"07N01679","A",,,,4.70,,,,,,,,1.64,2.84,,76.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"07N0307","07N01680","Verrazano","S2005NY061003","S2005NY061003",40.84,-73.94,23.00,53.00,"A2","sl",69.70,25.50,4.80,,12.20,13.30,14.00,20.20,19.60,4.00,11.90,,,,,,0.69,0.07,0.00,,,,,4.80,,,8.00,0.60,0.00,0.10,1.40,8.70,,0.00,7.80,7.30,,,0.00,0.17,,,,,"07N01680","A",,,,4.00,,,,,,,,0.69,1.18,8.27,86.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt","07N0308","07N01681","Greenbelt","S2005NY061004","S2005NY061004",40.79,-73.96,0.00,10.00,"A","l",49.20,40.40,10.40,,17.90,22.50,15.50,13.00,12.20,1.50,7.00,,,,,,3.98,0.25,0.05,,,,,12.20,,,18.80,1.40,0.00,0.20,5.00,20.39,,0.00,7.30,6.80,,,,0.31,,,,,"07N01681","A",,,,9.10,,,,,,,,3.98,6.86,,80.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt","07N0308","07N01682","Greenbelt","S2005NY061004","S2005NY061004",40.79,-73.96,61.00,102.00,"C2","l",45.90,43.90,10.20,,19.50,24.40,17.50,15.70,6.90,1.60,4.20,,,,,,1.10,0.06,0.00,,,,,7.70,,,10.80,0.90,0.00,0.10,3.10,11.80,,0.00,7.40,6.90,,,,0.16,,,,,"07N01682","C",,,,5.70,,,,,,,,1.10,1.89,,79.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt","07N0309","07N01683","Greenbelt","S2005NY061005","S2005NY061005",40.80,-73.96,0.00,8.00,"A","l",43.60,42.80,13.60,,25.10,17.70,11.00,11.60,12.60,1.60,6.80,,,,,,9.80,0.60,0.12,,,,,30.10,,,33.20,3.40,0.00,0.30,12.30,36.90,,0.00,6.70,6.30,,,,0.52,,,,,"07N01683","A",,,,22.50,,,,,,,,9.80,16.89,,75.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt","07N0309","07N01684","Greenbelt","S2005NY061005","S2005NY061005",40.80,-73.96,79.00,112.00,"C","sl",46.30,47.30,6.40,,22.40,24.90,17.10,14.30,8.00,1.90,5.00,,,,,,0.38,0.01,0.00,,,,,4.10,,,5.50,0.60,0.50,0.00,2.20,6.59,,12.19,6.60,5.90,,,,0.07,,,,,"07N01684","C",,,,3.50,,,,,,,,0.37,0.65,,75.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt","07N0310","07N01685","Greenbelt","S2005NY061006","S2005NY061006",40.70,-74.01,0.00,13.00,"A1","cosl",74.30,20.80,4.90,0.00,10.20,10.60,5.90,9.60,20.40,16.50,21.90,,,,,,4.28,0.05,0.02,,,,,7.60,,,45.10,1.10,0.00,0.20,,46.39,,0.00,,,,,18.00,0.32,,,,,"07N01685","A",,,,4.20,,,,,,,,2.12,3.65,5.19,,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt","07N0310","07N01686","Greenbelt","S2005NY061006","S2005NY061006",40.70,-74.01,36.00,41.00,"3C","cosl",70.50,25.40,4.10,0.00,13.00,12.40,7.70,11.80,16.50,16.10,18.40,,,,,,7.40,0.08,0.06,,,,,6.50,,,36.30,2.20,0.00,0.00,,38.50,,0.00,,,,,30.00,0.35,,,,,"07N01686","C",,,,4.70,,,,,,,,3.80,6.55,2.24,,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foresthills","07N0311","07N01687","Verrazano","S2005NY061007","S2005NY061007",40.83,-73.94,0.00,13.00,"A","fsl",69.70,23.10,7.20,,12.70,10.40,15.10,28.80,14.20,3.80,7.80,,,,,,3.33,0.20,0.04,,,,,9.70,,,5.80,1.20,0.00,0.20,11.10,7.19,,0.00,,,,,,0.22,,,,,"07N01687","A",,,,7.00,,,,,,,,3.32,5.74,,39.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foresthills","07N0311","07N01688","Verrazano","S2005NY061007","S2005NY061007",40.83,-73.94,13.00,56.00,"Bw1","fsl",70.90,22.30,6.80,,11.00,11.30,16.60,26.20,14.40,4.50,9.20,,,,,,1.14,0.10,0.01,,,,,5.80,,,2.50,0.60,0.00,0.20,7.60,3.29,,0.00,,,,,,0.08,,,,,"07N01688","B",,,,109.80,,,,,,,,1.13,1.96,,30.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foresthills","07N0311","07N01689","Verrazano","S2005NY061007","S2005NY061007",40.83,-73.94,56.00,76.00,"2Bw2","ls",77.60,19.70,2.70,,11.00,8.70,12.10,20.90,21.40,8.80,14.40,,,,,,0.20,6.0e-03,0.00,,,,,2.90,,,1.50,0.50,0.00,0.00,2.90,2.00,,0.00,,,,,,0.05,,,,,"07N01689","B",,,,2.40,,,,,,,,0.20,0.34,,41.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foresthills","07N0311","07N01690","Verrazano","S2005NY061007","S2005NY061007",40.83,-73.94,76.00,97.00,"2Bc","lfs",77.30,18.00,4.70,,8.30,9.70,19.70,33.10,16.40,2.40,5.70,,,,,,0.50,0.01,0.00,,,,,4.00,,,2.80,0.70,0.00,0.30,4.20,3.79,,0.00,,,,,,0.08,,,,,"07N01690","B",,,,3.40,,,,,,,,0.50,0.86,,48.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Verrazano","07N0312","07N01691","Verrazano","S2005NY061008","S2005NY061008",40.74,-74.00,0.00,13.00,"A","fsl",64.10,29.60,6.30,,10.00,19.60,20.80,17.00,13.90,3.10,9.30,,,,,,3.34,0.16,0.04,,,,,9.90,,,15.20,1.40,0.00,0.20,4.60,16.80,,0.00,6.90,6.60,,,,0.31,,,,,"07N01691","A",,,,6.30,,,,,,,,3.33,5.75,,79.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Verrazano","07N0312","07N01692","Verrazano","S2005NY061008","S2005NY061008",40.74,-74.00,13.00,66.00,"Bw","fsl",60.60,30.10,9.30,,10.40,19.70,23.50,18.40,9.30,3.20,6.20,,,,,,1.33,0.06,0.01,,,,,5.60,,,5.40,1.00,0.00,0.10,4.60,6.50,,0.00,6.50,5.80,,,,0.09,,,,,"07N01692","B",,,,4.90,,,,,,,,1.33,2.29,,59.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laguardia","07N0313","07N01693","Ladyliberty","S2005NY061009","S2005NY061009",40.74,-73.99,0.00,15.00,"A","cosl",72.00,17.90,10.10,,10.70,7.20,3.60,12.00,29.60,6.60,20.20,,,,,,5.50,0.36,0.05,,,,,19.20,,,35.10,2.10,0.00,0.50,6.30,37.69,,0.00,7.10,6.90,,,,0.58,,,,,"07N01693","A",,,,10.60,,,,,,,,5.50,9.48,,86.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laguardia","07N0313","07N01694","Ladyliberty","S2005NY061009","S2005NY061009",40.74,-73.99,23.00,69.00,"3C3","lcos",78.30,13.90,7.80,0.00,8.70,5.20,4.30,10.10,23.20,17.70,23.00,,,,,,4.87,0.08,0.20,,,,,10.60,,,64.40,1.40,0.00,0.50,,66.30,,0.00,7.80,7.40,,,9.00,0.31,,,,,"07N01694","C",,,,7.00,,,,,,,,3.79,6.53,8.02,,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt","07N0314","07N01695","Dystric Eutrudepts","S2005NY061010","S2005NY061010",40.81,-73.94,0.00,8.00,"A","sl",66.20,19.80,14.00,,18.70,1.10,9.30,15.60,23.00,3.50,14.80,,,,,,6.03,0.28,0.06,,,,,17.50,,,27.70,2.20,0.00,0.30,6.30,30.20,,0.00,7.30,6.90,,,,0.34,,,,,"07N01695","A",,,,9.90,,,,,,,,6.03,10.39,,83.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt","07N0314","07N01696","Dystric Eutrudepts","S2005NY061010","S2005NY061010",40.81,-73.94,23.00,38.00,"Bw1","sl",59.00,30.80,10.20,,15.70,15.10,7.10,12.60,21.50,4.80,13.00,,,,,,2.42,0.10,0.01,,,,,7.10,,,11.80,1.00,0.00,0.20,3.60,13.00,,0.00,,,,,,0.17,,,,,"07N01696","B",,,,4.80,,,,,,,,2.42,4.17,,78.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SND","07N0315","07N01697","Sandy-skeletal, mixed, mesic Typic Udorthents","S2005NY061011","S2005NY061011",40.80,-73.94,0.00,6.00,"A1","cosl",76.20,15.80,8.00,0.00,9.00,6.80,6.80,14.10,25.80,7.80,21.70,,,,,,2.92,0.15,0.04,,,,,6.80,,,48.00,1.30,0.00,0.50,,49.79,,0.00,7.60,7.40,,,5.00,0.38,,,,,"07N01697","A",,,,7.70,,,,,,,,2.32,3.99,13.44,,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SND","07N0315","07N01698","Sandy-skeletal, mixed, mesic Typic Udorthents","S2005NY061011","S2005NY061011",40.80,-73.94,19.00,30.00,"C1","lcos",82.70,12.20,5.10,3.40,8.50,3.70,3.70,10.40,23.90,18.10,26.60,,,,,,3.12,0.04,0.04,,,,,3.20,,,66.40,2.30,0.00,0.20,,68.90,,0.00,,,,,19.00,0.27,,,,,"07N01698","C",,,,4.70,,,,,,,,0.84,1.44,9.64,,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt","07N0316","07N01699","Greenbelt","S2005NY061012","S2005NY061012",40.86,-73.92,0.00,10.00,"A","fsl",65.70,23.10,11.20,,11.10,12.00,17.80,28.20,13.60,0.90,5.20,,,,,,5.41,0.26,0.07,,,,,12.40,,,15.70,5.60,0.00,0.10,4.80,21.39,,0.00,6.70,6.50,,,,0.62,,,,,"07N01699","A",,,,9.70,,,,,,,,5.40,9.32,,82.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt","07N0316","07N01700","Greenbelt","S2005NY061012","S2005NY061012",40.86,-73.92,10.00,36.00,"2AB","fsl",69.30,21.10,9.60,,9.50,11.60,23.70,24.20,12.70,3.10,5.60,,,,,,4.78,0.18,0.04,,,,,7.90,,,9.10,4.30,0.00,0.10,2.20,13.50,,0.00,,,,,,0.19,,,,,"07N01700","AB",,,,5.40,,,,,,,,4.78,8.24,,86.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"07N0317","07N01701","Sandy over loamy, Aquic Udorthents","S2005NY061013","S2005NY061013",40.76,-73.99,0.00,15.00,"A","lcos",77.90,15.50,6.60,,7.40,8.10,10.30,18.90,23.20,8.90,16.60,,,,,,3.57,0.19,0.04,,,,,10.60,,,15.70,2.40,0.00,0.30,3.20,18.39,,0.00,6.60,6.60,,,,1.00,,,,,"07N01701","A",,,,7.80,,,,,,,,3.56,6.15,,85.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"07N0317","07N01702","Sandy over loamy, Aquic Udorthents","S2005NY061013","S2005NY061013",40.76,-73.99,15.00,33.00,"2BA","ls",76.30,17.80,5.90,0.00,7.50,10.30,17.90,25.10,16.70,4.50,12.10,,,,,,0.93,0.05,0.02,,,,,3.10,,,25.60,0.70,0.00,0.10,,26.40,,0.00,8.10,7.60,,,2.00,0.18,,,,,"07N01702","BA",,,,3.20,,,,,,,,0.69,1.18,6.27,,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laguardia","07N0318","07N01703","C-l over sandy or sandy-skeletal, Typic Eutrudepts","S2005NY061014","S2005NY061014",40.80,-73.94,0.00,5.00,"A","l",48.30,36.70,15.00,,20.80,15.90,8.60,13.50,16.90,1.60,7.70,,,,,,7.97,0.54,0.12,,,,,27.40,,,40.50,1.80,0.00,0.10,9.10,42.39,,0.00,6.90,6.90,,,,1.01,,,,,"07N01703","A",,,,17.80,,,,,,,,7.96,13.74,,82.00,,,,,,,"144A","NY061","NY061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
