samp,Pedon,Order,top,bottom,Model_desg,M,Hzn_avg,Thick,Texture,SAND,SILT,CLAY,SOC,BD,Model,Measured,SITE_PIT_VISIT,UID,DATE_COL,SITE_ID,SITE_USE,VISIT_NO,PIT,REP_PIT,LAYER,HORIZON,TOP,BOTTOM,SANDY,LOAMY,MK_MIN,ORGANIC,ROCK_FRAGMENTS,TEXTURE_CLASS,Bulk.Density,SOCd,SOC_5,SOC_30,SOC_100,SOCden,SOCstock5,SOCstock30,SOCstock100
5698-1,5698,1,0,8,A,A,4,8,sicl,9.1,57.9,33,2.33,1.13,1.167555556,1.13,NWCA11-2502_D_1,5698,29-Jul-11,NWCA11-2502,NWCA_PROBABILITY,1,D,Y,1,A1,0,8,,Y,,,0,SICL,1.13,2.6329,5,8,8,2.6329,1.31645,2.10632,2.10632
5698-2,5698,2,8,25,A,A,16.5,17,sicl,9.8,56.9,33.3,1.82,1.31,1.294828889,1.31,NWCA11-2502_D_1,5698,29-Jul-11,NWCA11-2502,NWCA_PROBABILITY,1,D,Y,2,A2,8,25,,Y,,,0,SICL,1.31,2.3842,0,17,17,2.3842,0,4.05314,4.05314
5698-3,5698,3,25,41,A,A,33,16,sicl,7.7,56.9,35.4,1.12,1.35,1.333006667,1.35,NWCA11-2502_D_1,5698,29-Jul-11,NWCA11-2502,NWCA_PROBABILITY,1,D,Y,3,A3,25,41,,Y,,,0,SICL,1.35,1.512,0,5,16,1.512,0,0.756,2.4192
5698-4,5698,4,41,66,Bt,B,53.5,25,sicl,6.7,57.6,35.7,0.88,1.3,1.310742222,1.3,NWCA11-2502_D_1,5698,29-Jul-11,NWCA11-2502,NWCA_PROBABILITY,1,D,Y,4,Btg,41,66,,Y,,,0,SICL,1.3,1.144,0,0,25,1.144,0,0,2.86
5700-1,5700,1,0,12,A,A,6,12,sil,2.8,74.7,22.5,5.21,0.9,0.987720556,0.9,NWCA11-2507_A_1,5700,13-Jul-11,NWCA11-2507,NWCA_PROBABILITY,1,A,Y,1,A,0,12,,,Y,,0,SIL,0.9,4.689,5,12,12,4.689,2.3445,5.6268,5.6268
5700-2,5700,2,12,24,Bt,B,18,12,sil,1.3,75.9,22.8,1.07,1.16,1.219551111,1.16,NWCA11-2507_A_1,5700,13-Jul-11,NWCA11-2507,NWCA_PROBABILITY,1,A,Y,2,Btg1,12,24,,,Y,,0,SIL,1.16,1.2412,0,12,12,1.2412,0,1.48944,1.48944
5700-3,5700,3,24,35,Bt,B,29.5,11,sil,1.6,78.2,20.2,1.26,1.2,1.296726667,1.2,NWCA11-2507_A_1,5700,13-Jul-11,NWCA11-2507,NWCA_PROBABILITY,1,A,Y,3,Btg2,24,35,,,Y,,0,SIL,1.2,1.512,0,6,11,1.512,0,0.9072,1.6632
5700-4,5700,4,35,50,Bt,B,42.5,15,sil,10.8,69,20.2,1.78,1.26,1.266813333,1.26,NWCA11-2507_A_1,5700,13-Jul-11,NWCA11-2507,NWCA_PROBABILITY,1,A,Y,4,Btg3,35,50,,,Y,,0,SIL,1.26,2.2428,0,0,15,2.2428,0,0,3.3642
5700-5,5700,5,50,60,C,C,55,10,sil,8.4,74.4,17.2,0.79,1.38,1.403544444,1.38,NWCA11-2507_A_1,5700,13-Jul-11,NWCA11-2507,NWCA_PROBABILITY,1,A,Y,5,C,50,60,Y,,,,3,SIL,1.38,1.0902,0,0,10,1.057494,0,0,1.057494
5700-6,5700,6,60,125,Unknown,U,92.5,65,l,39.6,49.2,11.2,1.04,1.57,1.45366,1.57,NWCA11-2507_A_1,5700,13-Jul-11,NWCA11-2507,NWCA_PROBABILITY,1,A,Y,6,,60,125,NA,NA,NA,NA,0,L,1.57,1.6328,0,0,40,1.6328,0,0,6.5312
5701-1,5701,1,0,5,Oi,O,2.5,5,NA,NA,NA,NA,NA,NA,0.930955556,NA,NWCA11-2507_D_2,5701,25-Jul-11,NWCA11-2507,NWCA_REVISITS,2,D,Y,1,Oi,0,5,,,,P,0,NA,0.930955556,NA,5,5,5,NA,NA,NA,NA
5701-2,5701,2,5,30,E,E,17.5,25,sil,7.5,78.9,13.6,0.66,0.8,1.063117778,0.8,NWCA11-2507_D_2,5701,25-Jul-11,NWCA11-2507,NWCA_REVISITS,2,D,Y,2,E,5,30,,Y,,,0,SIL,0.8,0.528,0,25,25,0.528,0,1.32,1.32
5701-3,5701,3,30,58,Bt,B,44,28,sil,34.5,55.9,9.6,0.27,1.31,0.950495556,1.31,NWCA11-2507_D_2,5701,25-Jul-11,NWCA11-2507,NWCA_REVISITS,2,D,Y,3,Bt1,30,58,Y,,,,0,SIL,1.31,0.3537,0,0,28,0.3537,0,0,0.99036
5701-4,5701,4,58,60,Bt,B,59,2,NA,NA,NA,NA,NA,NA,0.952675556,NA,NWCA11-2507_D_2,5701,25-Jul-11,NWCA11-2507,NWCA_REVISITS,2,D,Y,4,Bt2,58,60,Y,,,,0,NA,0.952675556,NA,0,0,2,NA,NA,NA,NA
5702-1,5702,1,0,21,Oe,O,10.5,21,sicl,5.6,62.2,32.2,1.32,1.25,1.271733333,1.25,NWCA11-2509_C_1,5702,15-Jul-11,NWCA11-2509,NWCA_PROBABILITY,1,C,Y,1,Oe,0,21,,,,MP,0,SICL,1.25,1.65,5,21,21,1.65,0.825,3.465,3.465
5702-2,5702,2,21,60,A,A,40.5,39,sicl,9.2,53.4,37.4,0.4,1.59,1.515713333,1.59,NWCA11-2509_C_1,5702,15-Jul-11,NWCA11-2509,NWCA_PROBABILITY,1,C,Y,2,A,21,60,,Y,,,0,SICL,1.59,0.636,0,9,39,0.636,0,0.5724,2.4804
5703-1,5703,1,0,29,O,O,14.5,29,sicl,4.8,63.4,31.8,3.3,1.12,1.109628889,1.12,NWCA11-2509_D_2,5703,27-Jul-11,NWCA11-2509,NWCA_REVISITS,2,D,Y,1,O,0,29,,,,U,0,SICL,1.12,3.696,5,29,29,3.696,1.848,10.7184,10.7184
5703-2,5703,2,29,60,A,A,44.5,31,sicl,9,55.8,35.2,1.01,1.56,1.464237778,1.56,NWCA11-2509_D_2,5703,27-Jul-11,NWCA11-2509,NWCA_REVISITS,2,D,Y,2,AEg,29,60,,Y,,,0,SICL,1.56,1.5756,0,1,31,1.5756,0,0.15756,4.88436
5704-1,5704,1,0,5,Unknown,U,2.5,5,NA,NA,NA,NA,NA,NA,1.120124444,NA,NWCA11-2512_A_1,5704,18-Jul-11,NWCA11-2512,NWCA_PROBABILITY,1,A,Y,1,,0,5,,,,,0,NA,1.120124444,NA,5,5,5,NA,NA,NA,NA
5704-2,5704,2,5,60,A,A,32.5,55,sic,2.5,53.5,44,1.28,1.24,0.877471111,1.24,NWCA11-2512_A_1,5704,18-Jul-11,NWCA11-2512,NWCA_PROBABILITY,1,A,Y,2,AEg,5,60,,Y,,,0,SIC,1.24,1.5872,0,25,55,1.5872,0,3.968,8.7296
5705-1,5705,1,0,7,Oi,O,3.5,7,NA,NA,NA,NA,NA,NA,0.950491111,NA,NWCA11-2513_B_1,5705,14-Jul-11,NWCA11-2513,NWCA_PROBABILITY,1,B,Y,1,Oi,0,7,,,,P,0,NA,0.950491111,NA,5,7,7,NA,NA,NA,NA
5705-2,5705,2,7,60,A,A,33.5,53,c,2,33.3,64.7,1.57,1.56,0.931851111,1.56,NWCA11-2513_B_1,5705,14-Jul-11,NWCA11-2513,NWCA_PROBABILITY,1,B,Y,2,AEg,7,60,,Y,,,0,C,1.56,2.4492,0,23,53,2.4492,0,5.63316,12.98076
5708-1,5708,1,0,7,Oe,O,3.5,7,NA,NA,NA,NA,NA,NA,0.9289,NA,NWCA11-2516_B_1,5708,19-Jul-11,NWCA11-2516,NWCA_PROBABILITY,1,B,Y,1,Oe,0,7,,,,MP,0,NA,0.9289,NA,5,7,7,NA,NA,NA,NA
5708-2,5708,2,7,30,A,A,18.5,23,sic,1.3,48.2,50.5,1.32,0.84,0.875137778,0.84,NWCA11-2516_B_1,5708,19-Jul-11,NWCA11-2516,NWCA_PROBABILITY,1,B,Y,2,A,7,30,,,,,0,SIC,0.84,1.1088,0,23,23,1.1088,0,2.55024,2.55024
5708-3,5708,3,30,60,Bt,B,45,30,sicl,2.6,65.1,32.3,0.83,1.32,0.950688889,1.32,NWCA11-2516_B_1,5708,19-Jul-11,NWCA11-2516,NWCA_PROBABILITY,1,B,Y,3,Bt,30,60,,,,,0,SICL,1.32,1.0956,0,0,30,1.0956,0,0,3.2868
5710-1,5710,1,0,6,Oi,O,3,6,NA,NA,NA,NA,NA,NA,0.938604444,NA,NWCA11-2519_B_1,5710,24-Jul-11,NWCA11-2519,NWCA_PROBABILITY,1,B,Y,1,Oi,0,6,,,,P,0,NA,0.938604444,NA,5,6,6,NA,NA,NA,NA
5710-2,5710,2,6,30,E,E,18,24,sicl,3.1,57.8,39.1,1.24,0.88,0.996966667,0.88,NWCA11-2519_B_1,5710,24-Jul-11,NWCA11-2519,NWCA_PROBABILITY,1,B,Y,2,Eg,6,30,,Y,,,0,SICL,0.88,1.0912,0,24,24,1.0912,0,2.61888,2.61888
5710-3,5710,3,30,60,Bt,B,45,30,sil,13.5,62.6,23.9,0.49,1.02,0.992255556,1.02,NWCA11-2519_B_1,5710,24-Jul-11,NWCA11-2519,NWCA_PROBABILITY,1,B,Y,3,Bt,30,60,,Y,,,0,SIL,1.02,0.4998,0,0,30,0.4998,0,0,1.4994
5711-1,5711,1,0,6,Oe,O,3,6,NA,NA,NA,NA,NA,NA,0.918846667,NA,NWCA11-2521_B_1,5711,16-Jul-11,NWCA11-2521,NWCA_PROBABILITY,1,B,Y,1,Oe,0,6,,,,MP,0,NA,0.918846667,NA,5,6,6,NA,NA,NA,NA
5711-2,5711,2,6,19,A,A,12.5,13,c,2.3,32.5,65.2,1.76,0.81,0.942008889,0.81,NWCA11-2521_B_1,5711,16-Jul-11,NWCA11-2521,NWCA_PROBABILITY,1,B,Y,2,A,6,19,,Y,,,0,C,0.81,1.4256,0,13,13,1.4256,0,1.85328,1.85328
5711-3,5711,3,19,60,Bt,B,39.5,41,c,1.9,37.6,60.5,1.45,0.83,0.894184444,0.83,NWCA11-2521_B_1,5711,16-Jul-11,NWCA11-2521,NWCA_PROBABILITY,1,B,Y,3,Btg,19,60,,Y,,,0,C,0.83,1.2035,0,11,41,1.2035,0,1.32385,4.93435
5712-1,5712,1,0,9,O,O,4.5,9,NA,NA,NA,NA,NA,NA,0.979228889,NA,NWCA11-2522_A_1,5712,22-Jul-11,NWCA11-2522,NWCA_PROBABILITY,1,A,Y,1,O,0,9,,,,U,0,NA,0.979228889,NA,5,9,9,NA,NA,NA,NA
5712-2,5712,2,9,38,A,A,23.5,29,c,9.4,34.5,56.1,1.48,0.75,0.909826667,0.75,NWCA11-2522_A_1,5712,22-Jul-11,NWCA11-2522,NWCA_PROBABILITY,1,A,Y,2,A,9,38,,Y,,,0,C,0.75,1.11,0,21,29,1.11,0,2.331,3.219
5712-3,5712,3,38,60,Bt,B,49,22,c,5.1,31.6,63.3,0.46,0.93,0.911911111,0.93,NWCA11-2522_A_1,5712,22-Jul-11,NWCA11-2522,NWCA_PROBABILITY,1,A,Y,3,Btg,38,60,,Y,,,0,C,0.93,0.4278,0,0,22,0.4278,0,0,0.94116
5714-1,5714,1,0,7,A,A,3.5,7,NA,NA,NA,NA,NA,NA,1.040633333,NA,NWCA11-2527_B_1,5714,27-Jun-11,NWCA11-2527,NWCA_PROBABILITY,1,B,Y,1,An,0,7,,Y,,,0,NA,1.040633333,NA,5,7,7,NA,NA,NA,NA
5714-2,5714,2,7,33,AB,A,20,26,c,3.1,31.1,65.8,0.59,1.49,0.926742222,1.49,NWCA11-2527_B_1,5714,27-Jun-11,NWCA11-2527,NWCA_PROBABILITY,1,B,Y,2,Anz1,7,33,,Y,,,0,C,1.49,0.8791,0,23,26,0.8791,0,2.02193,2.28566
5714-3,5714,3,33,83,AB,A,58,50,c,2.3,31.2,66.5,0.46,1.18,0.933984444,1.18,NWCA11-2527_B_1,5714,27-Jun-11,NWCA11-2527,NWCA_PROBABILITY,1,B,Y,3,Anz2,33,83,,Y,,,0,C,1.18,0.5428,0,0,50,0.5428,0,0,2.714
5714-4,5714,4,83,88,AB,A,85.5,5,NA,NA,NA,NA,NA,NA,0.949537778,NA,NWCA11-2527_B_1,5714,27-Jun-11,NWCA11-2527,NWCA_PROBABILITY,1,B,Y,4,Anz3,83,88,,Y,,,0,NA,0.949537778,NA,0,0,5,NA,NA,NA,NA
5715-1,5715,1,0,19,A,A,9.5,19,c,4.8,37.3,57.9,0.71,0.99,0.932255556,0.99,NWCA11-2527_D_2,5715,12-Sep-11,NWCA11-2527,NWCA_REVISITS,2,D,Y,1,An,0,19,,Y,,,0,C,0.99,0.7029,5,19,19,0.7029,0.35145,1.33551,1.33551
5715-2,5715,2,19,60,B,B,39.5,41,c,3.3,37.2,59.5,0.29,1.75,0.929737778,1.75,NWCA11-2527_D_2,5715,12-Sep-11,NWCA11-2527,NWCA_REVISITS,2,D,Y,2,Bn1,19,60,,Y,,,0,C,1.75,0.5075,0,11,41,0.5075,0,0.55825,2.08075
5715-3,5715,3,60,79,B,B,69.5,19,c,3.5,39,57.5,0.27,NA,0.927542222,NA,NWCA11-2527_D_2,5715,12-Sep-11,NWCA11-2527,NWCA_REVISITS,2,D,Y,3,Bn2,60,79,,Y,,,0,C,0.927542222,0.2504364,0,0,19,0.2504364,0,0,0.47582916
5715-4,5715,4,79,86,B,B,82.5,7,NA,NA,NA,NA,NA,NA,0.956853333,NA,NWCA11-2527_D_2,5715,12-Sep-11,NWCA11-2527,NWCA_REVISITS,2,D,Y,4,Bnz1,79,86,,Y,,,0,NA,0.956853333,NA,0,0,7,NA,NA,NA,NA
5715-5,5715,5,86,108,B,B,97,22,sic,2.8,42.9,54.3,0.25,NA,1.009857778,NA,NWCA11-2527_D_2,5715,12-Sep-11,NWCA11-2527,NWCA_REVISITS,2,D,Y,5,Bnz2,86,108,,Y,,,0,SIC,1.009857778,0.252464444,0,0,14,0.252464444,0,0,0.353450222
5715-6,5715,6,108,125,B,B,116.5,17,sic,6.8,52.6,40.6,0.26,NA,1.040471111,NA,NWCA11-2527_D_2,5715,12-Sep-11,NWCA11-2527,NWCA_REVISITS,2,D,Y,6,Bnz3,108,125,,Y,,,0,SIC,1.040471111,0.270522489,0,0,0,0.270522489,0,0,0
4444-1,4444,1,0,11,A,A,5.5,11,c,25.7,25,49.3,4.99,0.47,0.841324444,0.47,NWCA11-2529_B_2,4444,7-Sep-11,NWCA11-2529,NWCA_REVISITS,2,B,Y,1,A1,0,11,,,,M,0,C,0.47,2.3453,5,11,11,2.3453,1.17265,2.57983,2.57983
4444-2,4444,2,11,30,A,A,20.5,19,sl,52.5,28.5,19,1.33,0.73,0.948888889,0.73,NWCA11-2529_B_2,4444,7-Sep-11,NWCA11-2529,NWCA_REVISITS,2,B,Y,2,A2,11,30,,Y,,,0,SL,0.73,0.9709,0,19,19,0.9709,0,1.84471,1.84471
4444-3,4444,3,30,90,B,B,60,60,cl,29.2,37.7,33.1,0.5,0.92,0.933322222,0.92,NWCA11-2529_B_2,4444,7-Sep-11,NWCA11-2529,NWCA_REVISITS,2,B,Y,3,Bg1,30,90,,Y,,,0,CL,0.92,0.46,0,0,60,0.46,0,0,2.76
4444-4,4444,4,90,128,B,B,109,38,c,19.9,30.5,49.6,0.34,NA,0.983148889,NA,NWCA11-2529_B_2,4444,7-Sep-11,NWCA11-2529,NWCA_REVISITS,2,B,Y,4,Bg2,90,128,,Y,,,0,C,0.983148889,0.334270622,0,0,10,0.334270622,0,0,0.334270622
4445-1,4445,1,0,5,A,A,2.5,5,NA,NA,NA,NA,NA,NA,1.064613333,NA,NWCA11-2529_D_1,4445,20-Jun-11,NWCA11-2529,NWCA_PROBABILITY,1,D,Y,1,A,0,5,,,,MP,0,NA,1.064613333,NA,5,5,5,NA,NA,NA,NA
4445-2,4445,2,5,19,B,B,12,14,cl,41.5,26.8,31.7,1.78,1.23,0.958917778,1.23,NWCA11-2529_D_1,4445,20-Jun-11,NWCA11-2529,NWCA_PROBABILITY,1,D,Y,2,Bg,5,19,,,,MP,0,CL,1.23,2.1894,0,14,14,2.1894,0,3.06516,3.06516
4445-3,4445,3,19,36,B,B,27.5,17,cl,42.8,29.4,27.8,0.49,1.77,0.944064444,1.77,NWCA11-2529_D_1,4445,20-Jun-11,NWCA11-2529,NWCA_PROBABILITY,1,D,Y,3,B,19,36,,,,M,0,CL,1.77,0.8673,0,11,17,0.8673,0,0.95403,1.47441
4445-4,4445,4,36,78,B,B,57,42,c,22.2,30.7,47.1,0.41,1.19,0.942397778,1.19,NWCA11-2529_D_1,4445,20-Jun-11,NWCA11-2529,NWCA_PROBABILITY,1,D,Y,4,Bg,36,78,,Y,,,0,C,1.19,0.4879,0,0,42,0.4879,0,0,2.04918
4445-5,4445,5,78,130,B,B,104,52,NA,NA,NA,NA,NA,NA,0.992491111,NA,NWCA11-2529_D_1,4445,20-Jun-11,NWCA11-2529,NWCA_PROBABILITY,1,D,Y,5,Bg,78,130,,Y,,,0,NA,0.992491111,NA,0,0,22,NA,NA,NA,NA
5716-1,5716,1,0,22,Oe,O,11,22,MP,40,35,25,16.54,0.35,0.416035556,0.35,NWCA11-2530_C_1,5716,6-Jul-11,NWCA11-2530,NWCA_PROBABILITY,1,C,Y,1,Oe1,0,22,,,,MP,0,MPT,0.35,5.789,5,22,22,5.789,2.8945,12.7358,12.7358
5716-2,5716,2,22,38,Oe,O,30,16,c,14.4,36.2,49.4,7.05,0.62,0.698437778,0.62,NWCA11-2530_C_1,5716,6-Jul-11,NWCA11-2530,NWCA_PROBABILITY,1,C,Y,2,Oe2,22,38,,,,MP,0,C,0.62,4.371,0,8,16,4.371,0,3.4968,6.9936
5716-3,5716,3,38,72,A,A,55,34,sic,9.9,48.8,41.3,1.81,1.24,0.960464444,1.24,NWCA11-2530_C_1,5716,6-Jul-11,NWCA11-2530,NWCA_PROBABILITY,1,C,Y,3,Ag,38,72,,Y,,,0,SIC,1.24,2.2444,0,0,34,2.2444,0,0,7.63096
5716-4,5716,4,72,120,B,B,96,48,NA,NA,NA,NA,NA,NA,0.981808889,NA,NWCA11-2530_C_1,5716,6-Jul-11,NWCA11-2530,NWCA_PROBABILITY,1,C,Y,4,Bg,72,120,,Y,,,0,NA,0.981808889,NA,0,0,28,NA,NA,NA,NA
5716-5,5716,5,120,125,C,C,122.5,5,NA,NA,NA,NA,NA,NA,0.989115556,NA,NWCA11-2530_C_1,5716,6-Jul-11,NWCA11-2530,NWCA_PROBABILITY,1,C,Y,5,Cg,120,125,Y,,,,0,NA,0.989115556,NA,0,0,0,NA,NA,NA,NA
3574-1,3574,1,0,6,A,A,3,6,NA,NA,NA,NA,NA,NA,1.05872,NA,NWCA11-2531_C_1,3574,26-Jul-11,NWCA11-2531,NWCA_PROBABILITY,1,C,Y,1,A1,0,6,Y,,,,1,NA,1.05872,NA,5,6,6,NA,NA,NA,NA
3574-2,3574,2,6,23,A,A,14.5,17,s,96.3,3.3,0.4,0.2,1.67,1.119164444,1.67,NWCA11-2531_C_1,3574,26-Jul-11,NWCA11-2531,NWCA_PROBABILITY,1,C,Y,2,A2,6,23,Y,,,,1,S,1.67,0.334,0,17,17,0.33066,0,0.562122,0.562122
3574-3,3574,3,23,34,C,C,28.5,11,s,92.9,5.6,1.5,0.24,1.21,1.167684444,1.21,NWCA11-2531_C_1,3574,26-Jul-11,NWCA11-2531,NWCA_PROBABILITY,1,C,Y,3,C1,23,34,Y,,,,15,S,1.21,0.2904,0,7,11,0.24684,0,0.172788,0.271524
3574-4,3574,4,34,93,C,C,63.5,59,s,88.9,7.6,3.5,0.26,1.57,1.108857778,1.57,NWCA11-2531_C_1,3574,26-Jul-11,NWCA11-2531,NWCA_PROBABILITY,1,C,Y,4,C2,34,93,Y,,,,0,S,1.57,0.4082,0,0,59,0.4082,0,0,2.40838
3574-5,3574,5,93,110,C,C,101.5,17,NA,NA,NA,NA,NA,NA,0.98284,NA,NWCA11-2531_C_1,3574,26-Jul-11,NWCA11-2531,NWCA_PROBABILITY,1,C,Y,5,C3,93,110,Y,,,,2,NA,0.98284,NA,0,0,7,NA,NA,NA,NA
3574-6,3574,6,110,125,C,C,117.5,15,NA,NA,NA,NA,NA,NA,0.981673333,NA,NWCA11-2531_C_1,3574,26-Jul-11,NWCA11-2531,NWCA_PROBABILITY,1,C,Y,6,C4,110,125,Y,,,,0,NA,0.981673333,NA,0,0,0,NA,NA,NA,NA
5717-1,5717,1,0,4,A,A,2,4,c,7.6,31.1,61.3,1.79,1.41,0.96802,1.41,NWCA11-2535_C_1,5717,14-Sep-11,NWCA11-2535,NWCA_PROBABILITY,1,C,Y,1,A1,0,4,,Y,,,0,C,1.41,2.5239,4,4,4,2.5239,1.00956,1.00956,1.00956
5717-2,5717,2,4,22,A,A,13,18,c,7.6,31.1,61.3,1.79,1.41,0.956128889,1.41,NWCA11-2535_C_1,5717,14-Sep-11,NWCA11-2535,NWCA_PROBABILITY,1,C,Y,2,A2,4,22,,Y,,,0,C,1.41,2.5239,1,18,18,2.5239,0.25239,4.54302,4.54302
5717-3,5717,3,22,42,Bk,B,32,20,c,6,31.8,62.2,0.89,0.68,0.960915556,0.68,NWCA11-2535_C_1,5717,14-Sep-11,NWCA11-2535,NWCA_PROBABILITY,1,C,Y,3,Bkss1,22,42,,Y,,,1,C,0.68,0.6052,0,8,20,0.599148,0,0.4793184,1.198296
5717-4,5717,4,42,74,Bk,B,58,32,sic,6.1,43,50.9,0.5,0.99,0.963553333,0.99,NWCA11-2535_C_1,5717,14-Sep-11,NWCA11-2535,NWCA_PROBABILITY,1,C,Y,4,Bkss2,42,74,,Y,,,1,SIC,0.99,0.495,0,0,32,0.49005,0,0,1.56816
5717-5,5717,5,74,112,Bk,B,93,38,sic,10,44.1,45.9,0.35,NA,0.997551111,NA,NWCA11-2535_C_1,5717,14-Sep-11,NWCA11-2535,NWCA_PROBABILITY,1,C,Y,5,Bkssz1,74,112,,Y,,,2,SIC,0.997551111,0.349142889,0,0,26,0.342160031,0,0,0.889616081
5717-6,5717,6,112,123,Bk,B,117.5,11,sic,10.6,49,40.4,0.19,NA,0.981266667,NA,NWCA11-2535_C_1,5717,14-Sep-11,NWCA11-2535,NWCA_PROBABILITY,1,C,Y,6,Bkssz2,112,123,,Y,,,0,SIC,0.981266667,0.186440667,0,0,0,0.186440667,0,0,0
3340-1,3340,1,0,2,A,A,1,2,NA,NA,NA,NA,NA,NA,1.061913333,NA,NWCA11-2536_C_1,3340,8-Jun-11,NWCA11-2536,NWCA_PROBABILITY,1,C,Y,1,A1,0,2,Y,,,,0,NA,1.061913333,NA,2,2,2,NA,NA,NA,NA
3340-2,3340,2,2,11,A,A,6.5,9,sl,76.8,15.4,7.8,0.75,1.43,1.021271111,1.43,NWCA11-2536_C_1,3340,8-Jun-11,NWCA11-2536,NWCA_PROBABILITY,1,C,Y,2,A2,2,11,Y,,,,0,SL,1.43,1.0725,3,9,9,1.0725,0.32175,0.96525,0.96525
3340-3,3340,3,11,32,A,A,21.5,21,sl,78.4,11.9,9.7,0.77,NA,0.945413333,NA,NWCA11-2536_C_1,3340,8-Jun-11,NWCA11-2536,NWCA_PROBABILITY,1,C,Y,3,A3,11,32,Y,,,,0,SL,0.945413333,0.727968267,0,19,21,0.727968267,0,1.383139707,1.52873336
3340-4,3340,4,32,56,C,C,44,24,ls,85.6,8.3,6.1,0.12,NA,1.084157778,NA,NWCA11-2536_C_1,3340,8-Jun-11,NWCA11-2536,NWCA_PROBABILITY,1,C,Y,4,C,32,56,Y,,,,0,LS,1.084157778,0.130098933,0,0,24,0.130098933,0,0,0.31223744
3340-5,3340,5,56,64,C,C,60,8,sl,67.8,16.3,15.9,0.39,1.43,1.122608889,1.43,NWCA11-2536_C_1,3340,8-Jun-11,NWCA11-2536,NWCA_PROBABILITY,1,C,Y,5,Cg1,56,64,Y,,,,0,SL,1.43,0.5577,0,0,8,0.5577,0,0,0.44616
3340-6,3340,6,64,104,C,C,84,40,NA,NA,NA,NA,NA,NA,1.032571111,NA,NWCA11-2536_C_1,3340,8-Jun-11,NWCA11-2536,NWCA_PROBABILITY,1,C,Y,6,Cg2,64,104,Y,,,,0,NA,1.032571111,NA,0,0,36,NA,NA,NA,NA
3340-7,3340,7,104,125,C,C,114.5,21,NA,NA,NA,NA,NA,NA,0.989071111,NA,NWCA11-2536_C_1,3340,8-Jun-11,NWCA11-2536,NWCA_PROBABILITY,1,C,Y,7,Cg3,104,125,Y,,,,0,NA,0.989071111,NA,0,0,0,NA,NA,NA,NA
4062-1,4062,1,0,19,Oi,O,9.5,19,MM,9.9,29.3,60.8,14.94,0.16,0.351888889,0.16,NWCA11-2537_B_1,4062,25-Aug-11,NWCA11-2537,NWCA_PROBABILITY,1,B,Y,1,Oi,0,19,,,,MP,0,MK C,0.16,2.3904,5,19,19,2.3904,1.1952,4.54176,4.54176
4062-2,4062,2,19,49,A,A,34,30,sic,5.8,41.2,53,4.53,0.57,0.878957778,0.57,NWCA11-2537_B_1,4062,25-Aug-11,NWCA11-2537,NWCA_PROBABILITY,1,B,Y,2,Ag,19,49,,Y,,,0,SIC,0.57,2.5821,0,11,30,2.5821,0,2.84031,7.7463
4062-3,4062,3,49,62,C,C,55.5,13,c,7.2,38.8,54,1.61,1.24,0.941655556,1.24,NWCA11-2537_B_1,4062,25-Aug-11,NWCA11-2537,NWCA_PROBABILITY,1,B,Y,3,Cg1,49,62,,Y,,,0,C,1.24,1.9964,0,0,13,1.9964,0,0,2.59532
4062-4,4062,4,62,88,C,C,75,26,NA,NA,NA,NA,NA,NA,0.978957778,NA,NWCA11-2537_B_1,4062,25-Aug-11,NWCA11-2537,NWCA_PROBABILITY,1,B,Y,4,Cg2,62,88,,Y,,,0,NA,0.978957778,NA,0,0,26,NA,NA,NA,NA
4062-5,4062,5,88,125,C,C,106.5,37,NA,NA,NA,NA,NA,NA,0.999724444,NA,NWCA11-2537_B_1,4062,25-Aug-11,NWCA11-2537,NWCA_PROBABILITY,1,B,Y,5,Cg3,88,125,Y,,,,0,NA,0.999724444,NA,0,0,12,NA,NA,NA,NA
3875-1,3875,1,0,2,A,A,1,2,NA,NA,NA,NA,NA,NA,1.061913333,NA,NWCA11-2538_C_1,3875,18-Jul-11,NWCA11-2538,NWCA_PROBABILITY,1,C,Y,1,A1,0,2,Y,,,,0,NA,1.061913333,NA,2,2,2,NA,NA,NA,NA
3875-2,3875,2,2,18,A,A,10,16,c,13.3,36.4,50.3,0.97,1.48,0.978997778,1.48,NWCA11-2538_C_1,3875,18-Jul-11,NWCA11-2538,NWCA_PROBABILITY,1,C,Y,2,A2,2,18,,Y,,,1,C,1.48,1.4356,3,16,16,1.421244,0.4263732,2.2739904,2.2739904
3875-3,3875,3,18,32,B,B,25,14,c,17.5,34.8,47.7,0.69,0.98,0.940468889,0.98,NWCA11-2538_C_1,3875,18-Jul-11,NWCA11-2538,NWCA_PROBABILITY,1,C,Y,3,B,18,32,,Y,,,1,C,0.98,0.6762,0,12,14,0.669438,0,0.8033256,0.9372132
3875-4,3875,4,32,93,B,B,62.5,61,c,12.4,38,49.6,0.78,1.16,0.918853333,1.16,NWCA11-2538_C_1,3875,18-Jul-11,NWCA11-2538,NWCA_PROBABILITY,1,C,Y,4,B,32,93,,Y,,,1,C,1.16,0.9048,0,0,61,0.895752,0,0,5.4640872
3875-5,3875,5,93,119,C,C,106,26,NA,NA,NA,NA,NA,NA,0.991784444,NA,NWCA11-2538_C_1,3875,18-Jul-11,NWCA11-2538,NWCA_PROBABILITY,1,C,Y,5,Cg1,93,119,,Y,,,5,NA,0.991784444,NA,0,0,7,NA,NA,NA,NA
