samp,Pedon,Order,top,bottom,Model_desg,M,Hzn_avg,Thick,Texture,SAND,SILT,CLAY,SOC,BD,Model,Measured,SITE_PIT_VISIT,UID,DATE_COL,SITE_ID,SITE_USE,VISIT_NO,PIT,REP_PIT,LAYER,HORIZON,TOP,BOTTOM,SANDY,LOAMY,MK_MIN,ORGANIC,ROCK_FRAGMENTS,TEXTURE_CLASS,Bulk.Density,SOCd,SOC_5,SOC_30,SOC_100,SOCden,SOCstock5,SOCstock30,SOCstock100
5061-4,5061,4,38,55,Oa,O,46.5,17,MM,1.1,26.3,72.6,16.78,NA,0.693802222,NA,NWCA11-1023_B_1,5061,28-Sep-11,NWCA11-1023,NWCA_PROBABILITY,1,B,Y,4,Oa3,38,55,,,,M,0,MK C,0.693802222,11.64200129,0,0,17,11.64200129,0,0,19.79140219
5061-5,5061,5,55,70,Oa,O,62.5,15,M,NA,NA,NA,25.64,NA,0.634084444,NA,NWCA11-1023_B_1,5061,28-Sep-11,NWCA11-1023,NWCA_PROBABILITY,1,B,Y,5,Oa4,55,70,,,,M,0,MUCK,0.634084444,16.25792516,0,0,15,16.25792516,0,0,24.38688773
5061-6,5061,6,70,88,Oa,O,79,18,M,1.7,38.4,59.9,21.16,NA,0.735204444,NA,NWCA11-1023_B_1,5061,28-Sep-11,NWCA11-1023,NWCA_PROBABILITY,1,B,Y,6,Oa5,70,88,,,,M,0,MUCK,0.735204444,15.55692604,0,0,18,15.55692604,0,0,28.00246688
3980-1,3980,1,0,17,Oe,O,8.5,17,MP,NA,NA,NA,27.51,0.1,0.148295556,0.1,NWCA11-1027_B_1,3980,14-Sep-11,NWCA11-1027,NWCA_PROBABILITY,1,B,Y,1,Oe,0,17,,,,MP,0,MPT,0.1,2.751,5,17,17,2.751,1.3755,4.6767,4.6767
3980-2,3980,2,17,31,Oa,O,24,14,M,19.2,31,49.8,19.29,0.09,0.122084444,0.09,NWCA11-1027_B_1,3980,14-Sep-11,NWCA11-1027,NWCA_PROBABILITY,1,B,Y,2,Oa1,17,31,,,,M,0,MUCK,0.09,1.7361,0,13,14,1.7361,0,2.25693,2.43054
3980-3,3980,3,31,47,Oa,O,39,16,M,NA,NA,NA,34.26,0.08,0.17762,0.08,NWCA11-1027_B_1,3980,14-Sep-11,NWCA11-1027,NWCA_PROBABILITY,1,B,Y,3,Oa2,31,47,,,,M,0,MUCK,0.08,2.7408,0,0,16,2.7408,0,0,4.38528
3980-4,3980,4,47,92,Oa,O,69.5,45,M,NA,NA,NA,29.54,0.12,0.168106667,0.12,NWCA11-1027_B_1,3980,14-Sep-11,NWCA11-1027,NWCA_PROBABILITY,1,B,Y,4,Oa3,47,92,,,,M,0,MUCK,0.12,3.5448,0,0,45,3.5448,0,0,15.9516
3795-1,3795,1,0,52,Oa,O,26,52,M,NA,NA,NA,31.24,0.15,0.171105299,0.15,NWCA11-1028_A_1,3795,25-Aug-11,NWCA11-1028,NWCA_PROBABILITY,1,A,Y,1,Oa,0,52,,,,M,0,MUCK,0.15,4.686,5,30,52,4.686,2.343,14.058,24.3672
3739-1,3739,1,0,7,A,A,3.5,7,NA,NA,NA,NA,NA,NA,1.040633333,NA,NWCA11-1029_B_1,3739,3-Aug-11,NWCA11-1029,NWCA_PROBABILITY,1,B,Y,1,A,0,7,,,Y,,0,NA,1.040633333,NA,5,7,7,NA,NA,NA,NA
3739-2,3739,2,7,29,C,C,18,22,s,97.1,1,1.9,0.06,1.37,1.113353333,1.37,NWCA11-1029_B_1,3739,3-Aug-11,NWCA11-1029,NWCA_PROBABILITY,1,B,Y,2,Cg1,7,29,Y,,,,0,S,1.37,0.0822,0,22,22,0.0822,0,0.18084,0.18084
3739-3,3739,3,29,38,AB,A,33.5,9,scl,56.3,11.7,32,0.47,1.48,1.016024444,1.48,NWCA11-1029_B_1,3739,3-Aug-11,NWCA11-1029,NWCA_PROBABILITY,1,B,Y,3,Abg1,29,38,,Y,,,0,SCL,1.48,0.6956,0,1,9,0.6956,0,0.06956,0.62604
3739-4,3739,4,38,65,C,C,51.5,27,s,93.6,3.7,2.7,0.07,1.61,1.289108889,1.61,NWCA11-1029_B_1,3739,3-Aug-11,NWCA11-1029,NWCA_PROBABILITY,1,B,Y,4,Cg2,38,65,Y,,,,0,S,1.61,0.1127,0,0,27,0.1127,0,0,0.30429
3739-5,3739,5,65,78,C,C,71.5,13,ls,82,10.3,7.7,0.48,NA,1.110811111,NA,NWCA11-1029_B_1,3739,3-Aug-11,NWCA11-1029,NWCA_PROBABILITY,1,B,Y,5,Cg3,65,78,Y,,,,0,LS,1.110811111,0.533189333,0,0,13,0.533189333,0,0,0.693146133
3739-6,3739,6,78,97,AB,A,87.5,19,l,32.2,48.6,19.2,1.44,NA,0.956053333,NA,NWCA11-1029_B_1,3739,3-Aug-11,NWCA11-1029,NWCA_PROBABILITY,1,B,Y,6,Abg2,78,97,Y,,,,0,L,0.956053333,1.3767168,0,0,19,1.3767168,0,0,2.61576192
3739-7,3739,7,97,127,Unknown,NA,112,30,MM,38.1,23.5,38.4,13.92,NA,0.892677778,NA,NWCA11-1029_B_1,3739,3-Aug-11,NWCA11-1029,NWCA_PROBABILITY,1,B,Y,7,Abg3,97,127,,Y,,,0,MK CL,0.892677778,12.42607467,0,0,3,12.42607467,0,0,3.7278224
3794-1,3794,1,0,14,A,A,7,14,sl,74.6,15.3,10.1,2.43,1.06,0.90086,1.06,NWCA11-1030_D_1,3794,10-Aug-11,NWCA11-1030,NWCA_PROBABILITY,1,D,Y,1,A1,0,14,,Y,,,0,SL,1.06,2.5758,5,14,14,2.5758,1.2879,3.60612,3.60612
3794-2,3794,2,14,30,A,A,22,16,s,89.8,7.4,2.8,3.59,1.44,0.894771111,1.44,NWCA11-1030_D_1,3794,10-Aug-11,NWCA11-1030,NWCA_PROBABILITY,1,D,Y,2,A2,14,30,Y,,,,0,S,1.44,5.1696,0,16,16,5.1696,0,8.27136,8.27136
3794-3,3794,3,30,44,AC,A,37,14,s,89.4,9,1.6,0.5,1.44,1.092268889,1.44,NWCA11-1030_D_1,3794,10-Aug-11,NWCA11-1030,NWCA_PROBABILITY,1,D,Y,3,Acg,30,44,Y,,,P,0,S,1.44,0.72,0,0,14,0.72,0,0,1.008
3794-4,3794,4,44,66,C,C,55,22,s,93.2,5.3,1.5,0.12,1.59,1.336915556,1.59,NWCA11-1030_D_1,3794,10-Aug-11,NWCA11-1030,NWCA_PROBABILITY,1,D,Y,4,Cg,44,66,Y,,,,0,S,1.59,0.1908,0,0,22,0.1908,0,0,0.41976
3794-5,3794,5,66,72,Unknown,U,69,6,NA,NA,NA,NA,NA,NA,1.015497778,NA,NWCA11-1030_D_1,3794,10-Aug-11,NWCA11-1030,NWCA_PROBABILITY,1,D,Y,5,,66,72,,,,,0,NA,1.015497778,NA,0,0,6,NA,NA,NA,NA
3794-6,3794,6,72,127,Unknown,U,99.5,55,s,96.9,2.7,0.4,0.02,NA,1.326004444,NA,NWCA11-1030_D_1,3794,10-Aug-11,NWCA11-1030,NWCA_PROBABILITY,1,D,Y,6,,72,127,Y,,,,0,S,1.326004444,0.026520089,0,0,28,0.026520089,0,0,0.074256249
5062-1,5062,1,0,10,Oe,O,5,10,MP,NA,NA,NA,32.8,0.03,0.422925958,0.03,NWCA11-1035_B_1,5062,29-Sep-11,NWCA11-1035,NWCA_PROBABILITY,1,B,Y,1,Oe,0,10,,,,MP,0,MPT,0.03,0.984,5,10,10,0.984,0.492,0.984,0.984
5062-2,5062,2,10,15,A,A,12.5,5,NA,NA,NA,NA,NA,NA,1.071175556,NA,NWCA11-1035_B_1,5062,29-Sep-11,NWCA11-1035,NWCA_PROBABILITY,1,B,Y,2,A,10,15,,Y,,,0,NA,1.071175556,NA,0,5,5,NA,NA,NA,NA
5062-3,5062,3,15,26,Oe,O,20.5,11,MP,NA,NA,NA,33.1,0.03,0.394466667,0.03,NWCA11-1035_B_1,5062,29-Sep-11,NWCA11-1035,NWCA_PROBABILITY,1,B,Y,3,Oeb,15,26,,,,MP,0,MPT,0.03,0.993,0,11,11,0.993,0,1.0923,1.0923
5062-4,5062,4,26,30,AB,A,28,4,NA,NA,NA,NA,NA,NA,1.021184444,NA,NWCA11-1035_B_1,5062,29-Sep-11,NWCA11-1035,NWCA_PROBABILITY,1,B,Y,4,Ab,26,30,,Y,,,0,NA,1.021184444,NA,0,4,4,NA,NA,NA,NA
5062-5,5062,5,30,43,Oa,O,36.5,13,M,NA,NA,NA,21.4,0.05,0.400751111,0.05,NWCA11-1035_B_1,5062,29-Sep-11,NWCA11-1035,NWCA_PROBABILITY,1,B,Y,5,Oab,30,43,,,,M,0,MUCK,0.05,1.07,0,0,13,1.07,0,0,1.391
5062-6,5062,6,43,56,Oe,O,49.5,13,MP,NA,NA,NA,31.56,0.04,0.371931111,0.04,NWCA11-1035_B_1,5062,29-Sep-11,NWCA11-1035,NWCA_PROBABILITY,1,B,Y,6,Oeb,43,56,,,,MP,0,MPT,0.04,1.2624,0,0,13,1.2624,0,0,1.64112
5062-7,5062,7,56,86,Oa,O,71,30,NA,NA,NA,NA,11.96,0.04,0.661871111,0.04,NWCA11-1035_B_1,5062,29-Sep-11,NWCA11-1035,NWCA_PROBABILITY,1,B,Y,7,Oab,56,86,,,,M,0,NA,0.04,0.4784,0,0,30,0.4784,0,0,1.4352
3793-1,3793,1,0,9,Oe,O,4.5,9,MP,NA,NA,NA,32.67,0.09,0.426405958,0.09,NWCA11-1039_C_1,3793,16-Aug-11,NWCA11-1039,NWCA_PROBABILITY,1,C,Y,1,Oe,0,9,,,,MP,0,MPT,0.09,2.9403,5,9,9,2.9403,1.47015,2.64627,2.64627
3793-2,3793,2,9,24,Oa,O,16.5,15,M,NA,NA,NA,21.96,0.11,0.341848889,0.11,NWCA11-1039_C_1,3793,16-Aug-11,NWCA11-1039,NWCA_PROBABILITY,1,C,Y,2,Oa1,9,24,,,,M,0,MUCK,0.11,2.4156,0,15,15,2.4156,0,3.6234,3.6234
3793-3,3793,3,24,60,Oa,O,42,36,M,21.8,26.9,51.3,18.92,0.11,0.43126,0.11,NWCA11-1039_C_1,3793,16-Aug-11,NWCA11-1039,NWCA_PROBABILITY,1,C,Y,3,Oa2,24,60,,,,M,0,MUCK,0.11,2.0812,0,6,36,2.0812,0,1.24872,7.49232
3793-4,3793,4,60,67,Oa,O,63.5,7,NA,NA,NA,NA,NA,NA,0.940688889,NA,NWCA11-1039_C_1,3793,16-Aug-11,NWCA11-1039,NWCA_PROBABILITY,1,C,Y,4,Oa3,60,67,,,,M,0,NA,0.940688889,NA,0,0,7,NA,NA,NA,NA
5063-1,5063,1,0,2,O,O,1,2,NA,NA,NA,NA,NA,NA,0.969475556,NA,NWCA11-1043_B_1,5063,4-Jun-11,NWCA11-1043,NWCA_PROBABILITY,1,B,Y,1,O1,0,2,,,,U,0,NA,0.969475556,NA,2,2,2,NA,NA,NA,NA
5063-2,5063,2,2,7,O,O,4.5,5,NA,NA,NA,NA,NA,NA,0.98904,NA,NWCA11-1043_B_1,5063,4-Jun-11,NWCA11-1043,NWCA_PROBABILITY,1,B,Y,2,O2,2,7,,,,U,0,NA,0.98904,NA,3,5,5,NA,NA,NA,NA
5063-3,5063,3,7,22,E,E,14.5,15,sl,56.6,35.6,7.8,1.25,1.79,1.1013,1.79,NWCA11-1043_B_1,5063,4-Jun-11,NWCA11-1043,NWCA_PROBABILITY,1,B,Y,3,E1,7,22,Y,,,,0,SL,1.79,2.2375,0,15,15,2.2375,0,3.35625,3.35625
5063-4,5063,4,22,63,E,E,42.5,41,sl,65.7,30.1,4.2,0.26,1.7,1.074795556,1.7,NWCA11-1043_B_1,5063,4-Jun-11,NWCA11-1043,NWCA_PROBABILITY,1,B,Y,4,E2,22,63,Y,,,,0,SL,1.7,0.442,0,8,41,0.442,0,0.3536,1.8122
5063-5,5063,5,63,125,E,E,94,62,sl,59.6,26.2,14.2,0.15,1.69,1.081473333,1.69,NWCA11-1043_B_1,5063,4-Jun-11,NWCA11-1043,NWCA_PROBABILITY,1,B,Y,5,EB,63,125,Y,,,,0,SL,1.69,0.2535,0,0,37,0.2535,0,0,0.93795
5064-1,5064,1,0,7,A,A,3.5,7,NA,NA,NA,NA,NA,NA,1.040633333,NA,NWCA11-1043_B_2,5064,22-Jun-11,NWCA11-1043,NWCA_REVISITS,2,B,Y,1,A,0,7,,Y,,,0,NA,1.040633333,NA,5,7,7,NA,NA,NA,NA
5064-2,5064,2,7,41,Bt,B,24,34,sl,51.3,43.7,5,0.11,1.52,1.019471111,1.52,NWCA11-1043_B_2,5064,22-Jun-11,NWCA11-1043,NWCA_REVISITS,2,B,Y,2,Btg1,7,41,,Y,,,0,SL,1.52,0.1672,0,23,34,0.1672,0,0.38456,0.56848
5064-3,5064,3,41,90,Bt,B,65.5,49,sl,54.2,33.1,12.7,0.4,1.49,0.984877778,1.49,NWCA11-1043_B_2,5064,22-Jun-11,NWCA11-1043,NWCA_REVISITS,2,B,Y,3,Btg2,41,90,,Y,,,0,SL,1.49,0.596,0,0,49,0.596,0,0,2.9204
5064-4,5064,4,90,125,C,C,107.5,35,l,48.4,36,15.6,0.98,1.52,0.985148889,1.52,NWCA11-1043_B_2,5064,22-Jun-11,NWCA11-1043,NWCA_REVISITS,2,B,Y,4,Cg,90,125,,Y,,,0,L,1.52,1.4896,0,0,10,1.4896,0,0,1.4896
5065-5,5065,1,0,3,O,O,1.5,3,NA,NA,NA,NA,NA,NA,0.970408889,NA,NWCA11-1045_D_1,5065,30-Jun-11,NWCA11-1045,NWCA_PROBABILITY,1,D,Y,1,O,0,3,,,,U,0,NA,0.970408889,NA,3,3,3,NA,NA,NA,NA
5065-5,5065,1,0,3,O,O,1.5,3,NA,NA,NA,NA,NA,NA,0.970408889,NA,NWCA11-1045_D_1,5065,30-Jun-11,NWCA11-1045,NWCA_PROBABILITY,1,D,Y,5,Bssg3,80,125,,Y,,,0,C,0.970408889,NA,3,3,3,NA,NA,NA,NA
5065-2,5065,2,3,13,A,A,8,10,c,0.7,24.9,74.4,2.78,0.98,0.901582222,0.98,NWCA11-1045_D_1,5065,30-Jun-11,NWCA11-1045,NWCA_PROBABILITY,1,D,Y,2,A,3,13,,Y,,,0,C,0.98,2.7244,2,10,10,2.7244,0.54488,2.7244,2.7244
5065-3,5065,3,13,25,Bt,B,19,12,c,1.3,34.4,64.3,1.35,1.12,0.963104444,1.12,NWCA11-1045_D_1,5065,30-Jun-11,NWCA11-1045,NWCA_PROBABILITY,1,D,Y,3,Bssg1,13,25,,Y,,,0,C,1.12,1.512,0,12,12,1.512,0,1.8144,1.8144
5065-4,5065,4,25,80,Bt,B,52.5,55,c,1.7,20.1,78.2,0.91,1.12,0.912828889,1.12,NWCA11-1045_D_1,5065,30-Jun-11,NWCA11-1045,NWCA_PROBABILITY,1,D,Y,4,Bssg2,25,80,,Y,,,0,C,1.12,1.0192,0,5,55,1.0192,0,0.5096,5.6056
5065-5,5065,5,80,125,Bt,B,102.5,45,c,2,15.1,82.9,0.83,NA,0.894111111,NA,NWCA11-1045_D_1,5065,30-Jun-11,NWCA11-1045,NWCA_PROBABILITY,1,D,Y,1,O,0,3,,,,U,0,NA,0.894111111,0.742112222,0,0,20,0.742112222,0,0,1.484224444
5065-5,5065,5,80,125,Bt,B,102.5,45,c,2,15.1,82.9,0.83,NA,0.894111111,NA,NWCA11-1045_D_1,5065,30-Jun-11,NWCA11-1045,NWCA_PROBABILITY,1,D,Y,5,Bssg3,80,125,,Y,,,0,C,0.894111111,0.742112222,0,0,20,0.742112222,0,0,1.484224444
5066-1,5066,1,0,3,A,A,1.5,3,NA,NA,NA,NA,NA,NA,1.064953333,NA,NWCA11-1046_D_1,5066,28-Jun-11,NWCA11-1046,NWCA_PROBABILITY,1,D,Y,1,A1,0,3,,,,U,0,NA,1.064953333,NA,3,3,3,NA,NA,NA,NA
5066-2,5066,2,3,15,A,A,9,12,sicl,4.2,64.9,30.9,1.61,1.18,0.953466667,1.18,NWCA11-1046_D_1,5066,28-Jun-11,NWCA11-1046,NWCA_PROBABILITY,1,D,Y,2,A2,3,15,,Y,,,0,SICL,1.18,1.8998,2,12,12,1.8998,0.37996,2.27976,2.27976
5066-3,5066,3,15,32,B,B,23.5,17,sicl,4.1,64.9,31,0.75,1.38,0.973546667,1.38,NWCA11-1046_D_1,5066,28-Jun-11,NWCA11-1046,NWCA_PROBABILITY,1,D,Y,3,Bg1,15,32,,Y,,,0,SICL,1.38,1.035,0,15,17,1.035,0,1.5525,1.7595
5066-4,5066,4,32,125,B,B,78.5,93,sicl,5,56.7,38.3,0.65,1.4,0.991295556,1.4,NWCA11-1046_D_1,5066,28-Jun-11,NWCA11-1046,NWCA_PROBABILITY,1,D,Y,4,Bg2,32,125,,Y,,,0,SICL,1.4,0.91,0,0,68,0.91,0,0,6.188
5067-1,5067,1,0,1,O,O,0.5,1,NA,NA,NA,NA,NA,NA,0.991008889,NA,NWCA11-1047_C_1,5067,3-Jun-11,NWCA11-1047,NWCA_PROBABILITY,1,C,Y,1,O,0,1,,,,U,3,NA,0.991008889,NA,1,1,1,NA,NA,NA,NA
5067-2,5067,2,1,6,A,A,3.5,5,NA,NA,NA,NA,NA,NA,1.071526667,NA,NWCA11-1047_C_1,5067,3-Jun-11,NWCA11-1047,NWCA_PROBABILITY,1,C,Y,2,A,1,6,Y,,,,2,NA,1.071526667,NA,4,5,5,NA,NA,NA,NA
5067-3,5067,3,6,110,B,B,58,104,l,51.3,41.4,7.3,0.17,1.54,0.998748889,1.54,NWCA11-1047_C_1,5067,3-Jun-11,NWCA11-1047,NWCA_PROBABILITY,1,C,Y,3,Bg,6,110,Y,,,,1,L,1.54,0.2618,0,24,94,0.259182,0,0.6220368,2.4363108
5067-4,5067,4,110,125,C,C,117.5,15,l,49.6,41.2,9.2,0.09,1.56,1.062344444,1.56,NWCA11-1047_C_1,5067,3-Jun-11,NWCA11-1047,NWCA_PROBABILITY,1,C,Y,4,2Cg,110,125,,Y,,,1,L,1.56,0.1404,0,0,0,0.138996,0,0,0
5068-1,5068,1,0,4,A,A,2,4,NA,NA,NA,NA,NA,NA,1.06498,NA,NWCA11-1047_C_2,5068,23-Jun-11,NWCA11-1047,NWCA_REVISITS,2,C,Y,1,A1,0,4,,,,U,0.1,NA,1.06498,NA,4,4,4,NA,NA,NA,NA
5068-2,5068,2,4,11,A,A,7.5,7,NA,NA,NA,NA,NA,NA,1.05132,NA,NWCA11-1047_C_2,5068,23-Jun-11,NWCA11-1047,NWCA_REVISITS,2,C,Y,2,A2,4,11,Y,,,,0.1,NA,1.05132,NA,1,7,7,NA,NA,NA,NA
5068-3,5068,3,11,29,E,E,20,18,sl,50.2,44,5.8,0.33,1.51,1.084466667,1.51,NWCA11-1047_C_2,5068,23-Jun-11,NWCA11-1047,NWCA_REVISITS,2,C,Y,3,E1,11,29,Y,,,,0.1,SL,1.51,0.4983,0,18,18,0.4978017,0,0.89604306,0.89604306
5068-4,5068,4,29,83,E,E,56,54,l,47.9,43.3,8.8,0.19,1.47,1.057813333,1.47,NWCA11-1047_C_2,5068,23-Jun-11,NWCA11-1047,NWCA_REVISITS,2,C,Y,4,E2,29,83,Y,,,,0.1,L,1.47,0.2793,0,1,54,0.2790207,0,0.02790207,1.50671178
5068-5,5068,5,83,125,B,B,104,42,l,48.5,41.9,9.6,0.14,1.47,1.060802222,1.47,NWCA11-1047_C_2,5068,23-Jun-11,NWCA11-1047,NWCA_REVISITS,2,C,Y,5,Bg,83,125,,,,,0,L,1.47,0.2058,0,0,17,0.2058,0,0,0.34986
5069-1,5069,1,0,1,O,O,0.5,1,NA,NA,NA,NA,NA,NA,0.991008889,NA,NWCA11-1050_B_1,5069,29-Jun-11,NWCA11-1050,NWCA_PROBABILITY,1,B,Y,1,O,0,1,,,,U,0,NA,0.991008889,NA,1,1,1,NA,NA,NA,NA
5069-2,5069,2,1,8,A,A,4.5,7,NA,NA,NA,NA,NA,NA,1.052595556,NA,NWCA11-1050_B_1,5069,29-Jun-11,NWCA11-1050,NWCA_PROBABILITY,1,B,Y,2,Ag,1,8,,Y,,,0,NA,1.052595556,NA,4,7,7,NA,NA,NA,NA
5069-3,5069,3,8,100,B,B,54,92,sicl,10,52.2,37.8,0.29,1.53,0.945768889,1.53,NWCA11-1050_B_1,5069,29-Jun-11,NWCA11-1050,NWCA_PROBABILITY,1,B,Y,3,Bg1,8,100,,Y,,,0,SICL,1.53,0.4437,0,22,92,0.4437,0,0.97614,4.08204
5069-4,5069,4,100,125,B,B,112.5,25,sicl,8.8,55.8,35.4,0.18,NA,0.986153333,NA,NWCA11-1050_B_1,5069,29-Jun-11,NWCA11-1050,NWCA_PROBABILITY,1,B,Y,4,Bg2,100,125,,Y,,,0,SICL,0.986153333,0.1775076,0,0,0,0.1775076,0,0,0
3714-1,3714,1,0,1,A,A,0.5,1,NA,NA,NA,NA,NA,NA,1.061913333,NA,NWCA11-1051_B_1,3714,7-Jun-11,NWCA11-1051,NWCA_PROBABILITY,1,B,Y,1,A1,0,1,,,,U,0,NA,1.061913333,NA,1,1,1,NA,NA,NA,NA
3714-2,3714,2,1,11,A,A,6,10,sil,9.3,77.1,13.6,2.38,1.19,0.904255556,1.19,NWCA11-1051_B_1,3714,7-Jun-11,NWCA11-1051,NWCA_PROBABILITY,1,B,Y,2,A2,1,11,,Y,,,0,SIL,1.19,2.8322,4,10,10,2.8322,1.13288,2.8322,2.8322
3714-3,3714,3,11,25,C,C,18,14,sil,14.1,71.4,14.5,0.9,0.63,0.960708889,0.63,NWCA11-1051_B_1,3714,7-Jun-11,NWCA11-1051,NWCA_PROBABILITY,1,B,Y,3,C1,11,25,,Y,,,0,SIL,0.63,0.567,0,14,14,0.567,0,0.7938,0.7938
3714-4,3714,4,25,45,C,C,35,20,sil,26.2,68,5.8,0.41,1.59,0.945982222,1.59,NWCA11-1051_B_1,3714,7-Jun-11,NWCA11-1051,NWCA_PROBABILITY,1,B,Y,4,C2,25,45,,Y,,,0,SIL,1.59,0.6519,0,5,20,0.6519,0,0.32595,1.3038
3714-5,3714,5,45,125,C,C,85,80,sil,29.2,67.4,3.4,0.1,1.71,0.994615556,1.71,NWCA11-1051_B_1,3714,7-Jun-11,NWCA11-1051,NWCA_PROBABILITY,1,B,Y,5,Cg,45,125,,Y,,,0.1,SIL,1.71,0.171,0,0,55,0.170829,0,0,0.9395595
5070-1,5070,1,0,3,A,A,1.5,3,NA,NA,NA,NA,NA,NA,1.064953333,NA,NWCA11-1053_A_1,5070,6-Jul-11,NWCA11-1053,NWCA_PROBABILITY,1,A,Y,1,A,0,3,,,,M,0,NA,1.064953333,NA,3,3,3,NA,NA,NA,NA
5070-2,5070,2,3,56,B,B,29.5,53,sic,1.9,46.5,51.6,1.73,0.76,0.933217778,0.76,NWCA11-1053_A_1,5070,6-Jul-11,NWCA11-1053,NWCA_PROBABILITY,1,A,Y,2,Bg1,3,56,,Y,,,0,SIC,0.76,1.3148,2,27,53,1.3148,0.26296,3.54996,6.96844
5070-3,5070,3,56,80,B,B,68,24,c,1.3,39.6,59.1,0.93,NA,0.916942222,NA,NWCA11-1053_A_1,5070,6-Jul-11,NWCA11-1053,NWCA_PROBABILITY,1,A,Y,3,Bg2,56,80,,Y,,,0,C,0.916942222,0.852756267,0,0,24,0.852756267,0,0,2.04661504
5070-4,5070,4,80,125,C,C,102.5,45,sicl,4.1,65,30.9,0.68,NA,1.036875556,NA,NWCA11-1053_A_1,5070,6-Jul-11,NWCA11-1053,NWCA_PROBABILITY,1,A,Y,4,C1,80,125,,Y,,,0,SICL,1.036875556,0.705075378,0,0,20,0.705075378,0,0,1.410150756
3468-1,3468,1,0,5,O,O,2.5,5,NA,NA,NA,NA,NA,NA,0.983693333,NA,NWCA11-1054_B_1,3468,2-Jun-11,NWCA11-1054,NWCA_PROBABILITY,1,B,Y,1,O,0,5,,,,U,0,NA,0.983693333,NA,5,5,5,NA,NA,NA,NA
3468-2,3468,2,5,14,A,A,9.5,9,l,28.7,44.5,26.8,0.74,1.14,1.041006667,1.14,NWCA11-1054_B_1,3468,2-Jun-11,NWCA11-1054,NWCA_PROBABILITY,1,B,Y,2,A,5,14,,Y,,,0,L,1.14,0.8436,0,9,9,0.8436,0,0.75924,0.75924
3468-3,3468,3,14,125,C,C,69.5,111,sicl,8.4,55.4,36.2,0.45,1.61,1.024577778,1.61,NWCA11-1054_B_1,3468,2-Jun-11,NWCA11-1054,NWCA_PROBABILITY,1,B,Y,3,C,14,125,,Y,,,0,SICL,1.61,0.7245,0,16,86,0.7245,0,1.1592,6.2307
3467-1,3467,1,0,1,A,A,0.5,1,NA,NA,NA,NA,NA,NA,1.061913333,NA,NWCA11-1059_D_1,3467,5-Jun-11,NWCA11-1059,NWCA_PROBABILITY,1,D,Y,1,A1,0,1,,,,U,0,NA,1.061913333,NA,1,1,1,NA,NA,NA,NA
3467-2,3467,2,1,8,A,A,4.5,7,NA,NA,NA,NA,NA,NA,1.052595556,NA,NWCA11-1059_D_1,3467,5-Jun-11,NWCA11-1059,NWCA_PROBABILITY,1,D,Y,2,A2,1,8,Y,,,,0,NA,1.052595556,NA,4,7,7,NA,NA,NA,NA
3467-3,3467,3,8,41,C,C,24.5,33,ls,80.3,17,2.7,0.41,1.58,0.974997778,1.58,NWCA11-1059_D_1,3467,5-Jun-11,NWCA11-1059,NWCA_PROBABILITY,1,D,Y,3,C1,8,41,Y,,,,0,LS,1.58,0.6478,0,22,33,0.6478,0,1.42516,2.13774
3467-4,3467,4,41,73,C,C,57,32,sl,52.1,39.8,8.1,0.22,1.85,1.001868889,1.85,NWCA11-1059_D_1,3467,5-Jun-11,NWCA11-1059,NWCA_PROBABILITY,1,D,Y,4,C2,41,73,Y,,,,0,SL,1.85,0.407,0,0,32,0.407,0,0,1.3024
3467-5,3467,5,73,133,C,C,103,60,l,40.2,36.5,23.3,0.16,1.3,1.065466667,1.3,NWCA11-1059_D_1,3467,5-Jun-11,NWCA11-1059,NWCA_PROBABILITY,1,D,Y,5,2C3,73,133,,Y,,,0,L,1.3,0.208,0,0,27,0.208,0,0,0.5616
5280-1,5280,1,0,4,A,A,2,4,NA,NA,NA,NA,NA,NA,1.06498,NA,NWCA11-1061_D_1,5280,15-Jun-11,NWCA11-1061,NWCA_PROBABILITY,1,D,Y,1,A1,0,4,,,,U,0,NA,1.06498,NA,4,4,4,NA,NA,NA,NA
5280-2,5280,2,4,26,A,A,15,22,sicl,4.6,63.4,32,0.87,1.23,0.929953333,1.23,NWCA11-1061_D_1,5280,15-Jun-11,NWCA11-1061,NWCA_PROBABILITY,1,D,Y,2,A2,4,26,,Y,,,0,SICL,1.23,1.0701,1,22,22,1.0701,0.10701,2.35422,2.35422
5280-3,5280,3,26,62,A,A,44,36,sicl,4.2,61.9,33.9,0.56,1.34,0.942077778,1.34,NWCA11-1061_D_1,5280,15-Jun-11,NWCA11-1061,NWCA_PROBABILITY,1,D,Y,3,Ag,26,62,,Y,,,0,SICL,1.34,0.7504,0,4,36,0.7504,0,0.30016,2.70144
5280-4,5280,4,62,125,Bt,B,93.5,63,sicl,4.4,60.6,35,0.08,1.24,0.961708889,1.24,NWCA11-1061_D_1,5280,15-Jun-11,NWCA11-1061,NWCA_PROBABILITY,1,D,Y,4,Btg,62,125,,Y,,,0,SICL,1.24,0.0992,0,0,38,0.0992,0,0,0.37696
5312-1,5312,1,0,2,A,A,1,2,NA,NA,NA,NA,NA,NA,1.061913333,NA,NWCA11-1063_B_1,5312,6-Jun-11,NWCA11-1063,NWCA_PROBABILITY,1,B,Y,1,A,0,2,,,,U,0,NA,1.061913333,NA,2,2,2,NA,NA,NA,NA
